"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Logic switching levels","Output drive capability","tpd","fmax","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Schmitt-triggers","74AXP1G14GX","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G14GX.html","http://www.nxp.com/documents/data_sheet/74AXP1G14.pdf","Production","AXP","single inverter Schmitt-trigger","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","1","ultra low","-40~85","352","115.9","217","5","X2SON5","SOT1226"
"nxp","Logic---Schmitt-triggers","74AXP1G17GM","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G17GM.html","http://www.nxp.com/documents/data_sheet/74AXP1G17.pdf","Production","AXP","Low-power Schmitt trigger","0.7 - 2.75","CMOS","+/- 4.5","2.8","70","1","ultra low","-40~85","322","8.3","164","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AXP1G17GN","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G17GN.html","http://www.nxp.com/documents/data_sheet/74AXP1G17.pdf","Production","AXP","Low-power Schmitt trigger","0.7 - 2.75","CMOS","+/- 4.5","2.8","70","1","ultra low","-40~85","366","28.6","226","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AXP1G17GS","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G17GS.html","http://www.nxp.com/documents/data_sheet/74AXP1G17.pdf","Production","AXP","Low-power Schmitt trigger","0.7 - 2.75","CMOS","+/- 4.5","2.8","70","1","ultra low","-40~85","347","36.3","235","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AXP1G17GX","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G17GX.html","http://www.nxp.com/documents/data_sheet/74AXP1G17.pdf","Production","AXP","Low-power Schmitt trigger","0.7 - 2.75","CMOS","+/- 4.5","2.8","70","1","ultra low","-40~85","352","115.9","217","5","X2SON5","SOT1226"
"nxp","Logic---Schmitt-triggers","74AXP2G14GM","http://www.nxp.com/products/logic/schmitt_triggers/74AXP2G14GM.html","http://www.nxp.com/documents/data_sheet/74AXP2G14.pdf","Production","AXP","Low-power dual Schmitt trigger inverter","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","2","ultra low","-40~85","322","8.3","164","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AXP2G14GN","http://www.nxp.com/products/logic/schmitt_triggers/74AXP2G14GN.html","http://www.nxp.com/documents/data_sheet/74AXP2G14.pdf","Production","AXP","Low-power dual Schmitt trigger inverter","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","2","ultra low","-40~85","366","28.6","226","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AXP2G14GS","http://www.nxp.com/products/logic/schmitt_triggers/74AXP2G14GS.html","http://www.nxp.com/documents/data_sheet/74AXP2G14.pdf","Production","AXP","Low-power dual Schmitt trigger inverter","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","2","ultra low","-40~85","347","36.3","235","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AXP2G14GX","http://www.nxp.com/products/logic/schmitt_triggers/74AXP2G14GX.html","http://www.nxp.com/documents/data_sheet/74AXP2G14.pdf","Development","","","","","","","","","","","","","","6","X2SON6","SOT1255"
"nxp","Logic---Schmitt-triggers","74HC7014D","http://www.nxp.com/products/logic/schmitt_triggers/74HC7014D.html","http://www.nxp.com/documents/data_sheet/74HC7014.pdf","Production","HC(T)","hex buffer precision Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","27","36","6","low","-40~125","71","1.0","28","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74HC1G14GV","http://www.nxp.com/products/logic/schmitt_triggers/74HC1G14GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT1G14.pdf","Production","HC(T)","single inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 2.6","10","36","1","low","-40~125","227","37.2","136","5","TSOP5","SOT753"
"nxp","Logic---Schmitt-triggers","74HC1G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74HC1G14GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT1G14.pdf","Production","HC(T)","single inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 2.6","10","36","1","low","-40~125","268","45.1","144","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74HCT1G14GV","http://www.nxp.com/products/logic/schmitt_triggers/74HCT1G14GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT1G14.pdf","Production","HC(T)","single inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 2.0","15","36","1","low","-40~125","227","37.2","136","5","TSOP5","SOT753"
"nxp","Logic---Schmitt-triggers","74HCT1G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT1G14GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT1G14.pdf","Production","HC(T)","single inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 2.0","15","36","1","low","-40~125","268","45.1","144","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74HC2G14GV","http://www.nxp.com/products/logic/schmitt_triggers/74HC2G14GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G14.pdf","Production","HC(T)","dual inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","16","36","2","low","-40~125","248","52.7","160","6","TSOP6","SOT457"
"nxp","Logic---Schmitt-triggers","74HC2G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74HC2G14GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G14.pdf","Production","HC(T)","dual inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","16","36","2","low","-40~125","275","48.5","163","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74HCT2G14GV","http://www.nxp.com/products/logic/schmitt_triggers/74HCT2G14GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G14.pdf","Production","HC(T)","dual inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","2","low","-40~125","248","52.7","160","6","TSOP6","SOT457"
"nxp","Logic---Schmitt-triggers","74HCT2G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT2G14GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G14.pdf","Production","HC(T)","dual inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","2","low","-40~125","275","48.5","163","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74HC2G17GV","http://www.nxp.com/products/logic/schmitt_triggers/74HC2G17GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G17.pdf","Production","HC(T)","dual buffer Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","2","low","-40~125","248","52.7","160","6","TSOP6","SOT457"
"nxp","Logic---Schmitt-triggers","74HC2G17GW","http://www.nxp.com/products/logic/schmitt_triggers/74HC2G17GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G17.pdf","Production","HC(T)","dual buffer Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","2","low","-40~125","275","48.5","163","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74HCT2G17GV","http://www.nxp.com/products/logic/schmitt_triggers/74HCT2G17GV.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G17.pdf","Production","HC(T)","dual buffer Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","2","low","-40~125","248","52.7","160","6","TSOP6","SOT457"
"nxp","Logic---Schmitt-triggers","74HCT2G17GW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT2G17GW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT2G17.pdf","Production","HC(T)","dual buffer Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","2","low","-40~125","275","48.5","163","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74HC3G14DC","http://www.nxp.com/products/logic/schmitt_triggers/74HC3G14DC.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","16","36","3","low","-40~125","206","51.0","","8","VSSOP8","SOT765-1"
"nxp","Logic---Schmitt-triggers","74HC3G14DP","http://www.nxp.com/products/logic/schmitt_triggers/74HC3G14DP.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","16","36","3","low","-40~125","217","20.7","106","8","TSSOP8","SOT505-2"
"nxp","Logic---Schmitt-triggers","74HC3G14GD","http://www.nxp.com/products/logic/schmitt_triggers/74HC3G14GD.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","16","36","3","low","-40~125","620","84.1","279","8","XSON8","SOT996-2"
"nxp","Logic---Schmitt-triggers","74HCT3G14DC","http://www.nxp.com/products/logic/schmitt_triggers/74HCT3G14DC.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","3","low","-40~125","205","35.4","115","8","VSSOP8","SOT765-1"
"nxp","Logic---Schmitt-triggers","74HCT3G14DP","http://www.nxp.com/products/logic/schmitt_triggers/74HCT3G14DP.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","3","low","-40~125","217","20.7","106","8","TSSOP8","SOT505-2"
"nxp","Logic---Schmitt-triggers","74HCT3G14GD","http://www.nxp.com/products/logic/schmitt_triggers/74HCT3G14GD.html","http://www.nxp.com/documents/data_sheet/74HC_HCT3G14.pdf","Production","HC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","21","36","3","low","-40~125","620","84.1","279","8","XSON8","SOT996-2"
"nxp","Logic---Schmitt-triggers","74HC14BQ","http://www.nxp.com/products/logic/schmitt_triggers/74HC14BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","6","low","-40~125","106","20.4","73","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74HC14D","http://www.nxp.com/products/logic/schmitt_triggers/74HC14D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","6","low","-40~125","107","19.7","66","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74HC14DB","http://www.nxp.com/products/logic/schmitt_triggers/74HC14DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","6","low","-40~125","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Schmitt-triggers","74HC14PW","http://www.nxp.com/products/logic/schmitt_triggers/74HC14PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","12","36","6","low","-40~125","140","7.63137168141593","66.6615486725664","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74HCT14BQ","http://www.nxp.com/products/logic/schmitt_triggers/74HCT14BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","6","low","-40~125","106","20.4","73","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74HCT14D","http://www.nxp.com/products/logic/schmitt_triggers/74HCT14D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","6","low","-40~125","107","19.7","66","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74HCT14DB","http://www.nxp.com/products/logic/schmitt_triggers/74HCT14DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","6","low","-40~125","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Schmitt-triggers","74HCT14PW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT14PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT14.pdf","Production","HC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","6","low","-40~125","140","7.63137168141593","66.6615486725664","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74HC132D","http://www.nxp.com/products/logic/schmitt_triggers/74HC132D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","11","36","4","low","-40~125","109","20.6","67","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74HC132DB","http://www.nxp.com/products/logic/schmitt_triggers/74HC132DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","11","36","4","low","-40~125","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Schmitt-triggers","74HC132PW","http://www.nxp.com/products/logic/schmitt_triggers/74HC132PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 6.0","CMOS","+/- 5.2","11","36","4","low","-40~125","141","7.95835840707965","67.7562433628319","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74HCT132D","http://www.nxp.com/products/logic/schmitt_triggers/74HCT132D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","4","low","-40~125","109","20.6","67","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74HCT132DB","http://www.nxp.com/products/logic/schmitt_triggers/74HCT132DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","4","low","-40~125","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Schmitt-triggers","74HCT132PW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT132PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT132.pdf","Production","HC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 4","17","36","4","low","-40~125","141","7.95835840707965","67.7562433628319","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74HC7540D","http://www.nxp.com/products/logic/schmitt_triggers/74HC7540D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7540.pdf","Production","HC(T)","octal inverter/line driver Schmitt-trigger (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","36","8","low","-40~125","69","12.1","45","20","SO20","SOT163-1"
"nxp","Logic---Schmitt-triggers","74HC7540DB","http://www.nxp.com/products/logic/schmitt_triggers/74HC7540DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7540.pdf","Production","HC(T)","octal inverter/line driver Schmitt-trigger (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","36","8","low","-40~125","136","40.0","","20","SSOP20","SOT339-1"
"nxp","Logic---Schmitt-triggers","74HCT7540D","http://www.nxp.com/products/logic/schmitt_triggers/74HCT7540D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7540.pdf","Production","HC(T)","octal inverter/line driver Schmitt-trigger; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","16","36","8","low","-40~125","69","12.1","45","20","SO20","SOT163-1"
"nxp","Logic---Schmitt-triggers","74HC7541D","http://www.nxp.com/products/logic/schmitt_triggers/74HC7541D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf","Production","HC(T)","octal buffer/line driver Schmitt-trigger (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","36","8","low","-40~125","69","12.1","8","20","SO20","SOT163-1"
"nxp","Logic---Schmitt-triggers","74HC7541DB","http://www.nxp.com/products/logic/schmitt_triggers/74HC7541DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf","Production","HC(T)","octal buffer/line driver Schmitt-trigger (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","36","8","low","-40~125","136","40.0","","20","SSOP20","SOT339-1"
"nxp","Logic---Schmitt-triggers","74HC7541PW","http://www.nxp.com/products/logic/schmitt_triggers/74HC7541PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf","Production","HC(T)","octal buffer/line driver Schmitt-trigger (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","36","8","low","-40~125","90","1.79576763052523","32.8009599457422","20","TSSOP20","SOT360-1"
"nxp","Logic---Schmitt-triggers","74HCT7541D","http://www.nxp.com/products/logic/schmitt_triggers/74HCT7541D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf","Production","HC(T)","octal buffer/line driver Schmitt-trigger; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","16","36","8","low","-40~125","69","12.1","45","20","SO20","SOT163-1"
"nxp","Logic---Schmitt-triggers","74HCT7541PW","http://www.nxp.com/products/logic/schmitt_triggers/74HCT7541PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT7541.pdf","Production","HC(T)","octal buffer/line driver Schmitt-trigger; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","16","36","8","low","-40~125","90","1.79576763052523","32.8009599457422","20","TSSOP20","SOT360-1"
"nxp","Logic---Schmitt-triggers","74HC9114D","http://www.nxp.com/products/logic/schmitt_triggers/74HC9114D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT9114_CNV.pdf","Production","HC(T)","9-bit inverter Schmitt-trigger; open-drain (3-state)","2.0 - 6.0","CMOS","5.2","12","36","9","low","-40~125","74","16.5","49","20","SO20","SOT163-1"
"nxp","Logic---Schmitt-triggers","74HCT9114D","http://www.nxp.com/products/logic/schmitt_triggers/74HCT9114D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT9114_CNV.pdf","Production","HC(T)","9-bit inverter Schmitt-trigger; open-drain; TTL enabled (3-state)","4.5 - 5.5","TTL","4","13","36","9","low","-40~125","74","16.5","49","20","SO20","SOT163-1"
