"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","压力检测类型","压力范围 最小值-最大值 (Min-Max) (kPa) ","压力等级 (Max) (kPa) ","压力等级 (Max) (psi) ","精度(% 误差率) (Max) (%) ","输出类型","移植","集成度","工作环境温度 (Min-Max) (°C) ","Z轴加速 (Min-Max) (g) ","Pressure offset accuracy (kPa)   (0C &lt;= Ta &lt;= 70C)","GPIOs","供电电压 (Typ) (V) ","Accelerometer (Z Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","PLC代码","感应轴","Accelerometer (X Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","封装类型和焊端数","Pin count","PLC描述","LF灵敏度 (Min-Max) (V) ","X轴加速 (Min-Max)","射频输出功率 (Min-Max) (dBm) ","MCU内部用户闪存 (Spec) (kByte) ","无铅","供电电压 (Min-Max) (V) ","加速度传感器输出","加速度特性","认证级别","RoHS","特性","灵敏度数字Z轴 (Typ) (Cnts/g) ","状态","替代部件"
"FSL","传感器---压力传感器","MPXHZ6130A","MPXHZ6130A6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXHZ6130A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/absolute-integrated-pressure-sensor-15-to-130kpa:MPXHZ6130A?&fpsp=1&tab=Documentation_Tab#MPXHZ6130A6U","Pressure Sensor, 5V, 15/115kPa, SOP 8, Rail","-","1000 @ CNY32.81 each","Absolute","15 to 115","130","18.85","1.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXHZ6130A","MPXHZ6130AC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXHZ6130A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/absolute-integrated-pressure-sensor-15-to-130kpa:MPXHZ6130A?&fpsp=1&tab=Documentation_Tab#MPXHZ6130AC6U","Pressure Sensor, 5V, 15/115kPa, SOP 8, Port, Rail","-","1000 @ CNY34.15 each","Absolute","15 to 115","130","18.85","1.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2050","MPX2050D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2050&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2050?&fpsp=1&tab=Documentation_Tab#MPX2050D","Pressure Sensor, 10V, 0/50kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Differential","0 to 50","50","7","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2050","MPX2050DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2050&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2050?&fpsp=1&tab=Documentation_Tab#MPX2050DP","Pressure Sensor, 10V, 0/50kPa, Sensor 4, Dual Port, Tray","-","1000 @ CNY39.93 each","Differential","0 to 50","50","7","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2050","MPX2050GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2050&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2050?&fpsp=1&tab=Documentation_Tab#MPX2050GP","Pressure Sensor, 10V, 0/50kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Gauge","0 to 50","50","7","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2050","MPX2050GSX","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2050&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2050?&fpsp=1&tab=Documentation_Tab#MPX2050GSX","Pressure Sensor, 10V, 0/50kPa, Tray","-","1000 @ CNY39.93 each","Gauge","0 to 50","50","7","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2050","MPXV2050GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2050&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2050?&fpsp=1&tab=Documentation_Tab#MPXV2050GP","Pressure Sensor, 10V, 0/50kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Gauge","0 to 50","50","7","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx10","MPX10D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx10&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx10?&fpsp=1&tab=Documentation_Tab#MPX10D","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Tray","-","1000 @ CNY28.42 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx10","MPX10DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx10&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx10?&fpsp=1&tab=Documentation_Tab#MPX10DP","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Tray","-","1000 @ CNY26.64 each","Differential","0 to 10","10","1.45","-","Analog","Dual Side Ports","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx10","MPX10GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx10&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx10?&fpsp=1&tab=Documentation_Tab#MPX10GP","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Tray","-","1000 @ CNY28.42 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx10","MPXV10GC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx10&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx10?&fpsp=1&tab=Documentation_Tab#MPXV10GC6U","Pressure Sensor, 3V, 0/10kPa, SOP 8, Rail","-","1000 @ CNY29.44 each","Gauge","0 to 10","10","1.45","-","Analog","Axial Port","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXHZ6116","MPXHZ6116A6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXHZ6116&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/absolute-integrated-pressure-sensor-20-to-115kpa:MPXHZ6116?&fpsp=1&tab=Documentation_Tab#MPXHZ6116A6T1","Pressure Sensor, 5V, 20/115kPa, SOP 8,  Reel","-","1000 @ CNY32.81 each","Absolute","20 to 115","115","16.7","1.43","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXHZ6116","MPXHZ6116A6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXHZ6116&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/absolute-integrated-pressure-sensor-20-to-115kpa:MPXHZ6116?&fpsp=1&tab=Documentation_Tab#MPXHZ6116A6U","Pressure Sensor, 5V, 20/115kPa, SOP 8, Rail","-","1000 @ CNY32.81 each","Absolute","20 to 115","115","16.7","1.43","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5999","MPX5999D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5999&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-1000kpa-differential-integrated-pressure-sensor:MPX5999?&fpsp=1&tab=Documentation_Tab#MPX5999D","Pressure Sensor, 5V, 0/1000kPa, Sensor 6, Tray","-","1000 @ CNY41.97 each","Differential","0 to 1000","1000","150","2.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4250","MPX4250A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4250&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-250kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX4250?&fpsp=1&tab=Documentation_Tab#MPX4250A","Pressure Sensor, 5.1V, 0/250kPa, Sensor 6, Tray","-","1000 @ CNY50.42 each","Absolute","0 to 250","250","36","1.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5.1","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.85 to 5.35","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4250","MPX4250AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4250&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-250kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX4250?&fpsp=1&tab=Documentation_Tab#MPX4250AP","Pressure Sensor, 5.1V, 0/250kPa, Sensor 6, Port, Tray","-","1000 @ CNY50.42 each","Absolute","0 to 250","250","36","1.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5.1","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.85 to 5.35","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4250","MPX4250D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4250&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-250kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX4250?&fpsp=1&tab=Documentation_Tab#MPX4250D","Pressure Sensor, 5.1V, 0/250kPa, Sensor 6, Tray","-","1000 @ CNY60.28 each","Differential","0 to 250","250","36","1.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5.1","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.85 to 5.35","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4250","MPX4250DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4250&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-250kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX4250?&fpsp=1&tab=Documentation_Tab#MPX4250DP","Pressure Sensor, 5.1V, 0/250kPa, Sensor 6, Port, Tray","-","1000 @ CNY60.28 each","Differential","0 to 250","250","36","1.5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5.1","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.85 to 5.35","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4101","MPXH6101A6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4101&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/15-to-105kpa-absolute-integrated-pressure-sensor:MPX4101?&fpsp=1&tab=Documentation_Tab#MPXH6101A6T1","Pressure Sensor, 5V, 15/105kPa, SOP 8, Reel","-","1000 @ CNY31.60 each","Absolute","15 to 105","102","14.8","1.72","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.5","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4101","MPXH6101A6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4101&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/15-to-105kpa-absolute-integrated-pressure-sensor:MPX4101?&fpsp=1&tab=Documentation_Tab#MPXH6101A6U","Pressure Sensor, 5V, 15/105kPa, SOP 8, Rail","-","1000 @ CNY31.60 each","Absolute","15 to 105","102","14.8","1.72","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.5","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5500","MPX5500DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5500&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-500kpa-differential-integrated-pressure-sensor:MPX5500?&fpsp=1&tab=Documentation_Tab#MPX5500DP","Pressure Sensor, 5V, 0/500kPa, Sensor 6, Port, Tray","-","1000 @ CNY33.00 each","Differential","0 to 500","500","72.5","2.5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700AP","Pressure Sensor, 5V, 15/700kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Absolute","15 to 700","700","102","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700AS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700AS","INTEGRATED PRESSURE SENSR","-","-","Absolute","15 to 700","700","102","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","6PIN UNIBDY STOVPIPE PRT","-","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700ASX","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700ASX","Pressure Sensor, 5V, 15/700kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Absolute","15 to 700","700","102","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700D","Pressure Sensor, 5V, 0/700kPa, Sensor 6, Tray","-","1000 @ CNY52.65 each","Differential","0 to 700","700","102","2.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700DP","Pressure Sensor, 5V, 0/700kPa, Sensor 6, Port, Tray","-","1000 @ CNY45.72 each","Differential","0 to 700","700","102","2.5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700GP","Pressure Sensor, 5V, 0/700kPa, Sensor 6, Port,Tray","-","1000 @ CNY52.65 each","Gauge","0 to 700","700","102","2.5","Analog","Side Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5700","MPX5700GP1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/0-to-700kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5700?&fpsp=1&tab=Documentation_Tab#MPX5700GP1","Pressure Sensor, 5V, 0/700kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Gauge","0 to 700","700","102","2.5","Analog","Side Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5100","MPX5100AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/0-to-100kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5100?&fpsp=1&tab=Documentation_Tab#MPX5100AP","Pressure Sensor, 5V, 0/100kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Absolute","0 to 100","115","16.7","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5100","MPX5100DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/0-to-100kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5100?&fpsp=1&tab=Documentation_Tab#MPX5100DP","Pressure Sensor, 5V, 0/100kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Differential","0 to 100","100","14.5","2.5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX5100","MPX5100GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/0-to-100kpa-differential-gauge-and-absolute-integrated-pressure-sensor:MPX5100?&fpsp=1&tab=Documentation_Tab#MPX5100GP","Pressure Sensor, 5V, 0/100kPa, Sensor 6, Port, Tray","-","1000 @ CNY52.65 each","Gauge","0 to 100","100","14.5","2.5","Analog","Side Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXH6300A","MPXH6300A6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXH6300A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/lpg-and-cng-gas-15-to-400-kpa/absolute-integrated-pressure-sensor-20-to-300kpa:MPXH6300A?&fpsp=1&tab=Documentation_Tab#MPXH6300A6T1","Pressure Sensor, 5V, 20/304kPa, SOP 8, Reel","-","1000 @ CNY32.24 each","Absolute","20 to 304","300","44","1.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.46","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXH6300A","MPXH6300A6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXH6300A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/lpg-and-cng-gas-15-to-400-kpa/absolute-integrated-pressure-sensor-20-to-300kpa:MPXH6300A?&fpsp=1&tab=Documentation_Tab#MPXH6300A6U","Pressure Sensor, 5V, 20/304kPa, SOP 8, Rail","-","1000 @ CNY32.24 each","Absolute","20 to 304","300","44","1.5","Analog","Unported","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.46","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXH6300A","MPXH6300AC6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXH6300A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/lpg-and-cng-gas-15-to-400-kpa/absolute-integrated-pressure-sensor-20-to-300kpa:MPXH6300A?&fpsp=1&tab=Documentation_Tab#MPXH6300AC6T1","Pressure Sensor, 5V, 20/304kPa, SOP 8, Port, Reel","-","1000 @ CNY32.68 each","Absolute","20 to 304","300","44","1.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.46","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
