"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channel Polarity","Configuration","V(BR)DSS Min (V)","VGS Max (V)","VGS(th) Max (V)","ID Max (A)","PD Max (W)","rDS(on) Max @ VGS = 2.5 V  (mOhms)","rDS(on) Max @ VGS = 4.5 V  (mOhms)","rDS(on) Max @ VGS = 10 V  (mOhms)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Ciss Typ (pF)","Coss Typ (pF)","Crss Typ (pF)","Package Type"
"on","IGBT 和 FET---MOSFET","NTMFS5C604NL","NTMFS5C604NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C604NLT1G","http://www.onsemi.com/pub/Collateral/NTMFS5C604NL-D.PDF","Power MOSFET 60V 272A 1.2 mOhm Single N−Channel SO-8FL Logic Level","Pb-free
Halide free","Active","Power MOSFET 60V 272A 1.2 mOhm Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","272","178",,"1.7","1.2","52","120","12.7","190","8200","4000","110","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS5C604NL","NTMFS5C604NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C604NLT3G","http://www.onsemi.com/pub/Collateral/NTMFS5C604NL-D.PDF","Power MOSFET 60V 272A 1.2 mOhm Single N−Channel SO-8FL Logic Level","Pb-free
Halide free","Active","Power MOSFET 60V 272A 1.2 mOhm Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","272","178",,"1.7","1.2","52","120","12.7","190","8200","4000","110","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS5C628NL","NTMFS5C628NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C628NLT1G","http://www.onsemi.com/pub/Collateral/NTMFS5C628NL-D.PDF","Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level, Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level","Pb-free
Halide free","ActiveNEW","Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","140","110",,"3.8","2.9","22","50","6",,"3800","1500","33","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS5C628NL","NTMFS5C628NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C628NLT3G","http://www.onsemi.com/pub/Collateral/NTMFS5C628NL-D.PDF","Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level, Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level","Pb-free
Halide free","ActiveNEW","Power MOSFET 60V 140A 2.9 mΩ Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","140","110",,"3.8","2.9","22","50","6",,"3800","1500","33","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS5C670NL","NTMFS5C670NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C670NLT1G","http://www.onsemi.com/pub/Collateral/NTMFS5C670NL-D.PDF","Power MOSFET 60V 68A 6.7 mOhm Single N−Channel SO-8FL Logic Level, Power MOSFET 60 V, 6.7 m, 68 A, Single N−Channel","Pb-free
Halide free","ActiveNEW","Power MOSFET 60V 68A 6.7 mOhm Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","71","61",,"8.8","6.1","9","20","2","19","1400","640","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS5C670NL","NTMFS5C670NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS5C670NLT3G","http://www.onsemi.com/pub/Collateral/NTMFS5C670NL-D.PDF","Power MOSFET 60V 68A 6.7 mOhm Single N−Channel SO-8FL Logic Level, Power MOSFET 60 V, 6.7 m, 68 A, Single N−Channel","Pb-free
Halide free","ActiveNEW","Power MOSFET 60V 68A 6.7 mOhm Single N−Channel SO-8FL Logic Level","N-Channel","Single","60","±20","2","71","61",,"8.8","6.1","9","20","2","19","1400","640","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS6B03N","NTMFS6B03NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS6B03NT1G","http://www.onsemi.com/pub/Collateral/NTMFS6B03N-D.PDF","Power MOSFET 100V 132A 4.8mOhm Single N−Channel SO-8FL, Power MOSFET 100 V, 4.8 mΩ, 132 A, Single N−Channel","Pb-free
Halide free","Active","Power MOSFET 100V 132A 4.8mOhm Single N−Channel SO-8FL","N-Channel","Single","100","±20","4","132","165",,,"4.8",,"58",,"120","4200","760","31","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS6B03N","NTMFS6B03NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS6B03NT3G","http://www.onsemi.com/pub/Collateral/NTMFS6B03N-D.PDF","Power MOSFET 100V 132A 4.8mOhm Single N−Channel SO-8FL, Power MOSFET 100 V, 4.8 mΩ, 132 A, Single N−Channel","Pb-free
Halide free","Active","Power MOSFET 100V 132A 4.8mOhm Single N−Channel SO-8FL","N-Channel","Single","100","±20","4","132","165",,,"4.8",,"58",,"120","4200","760","31","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS6B14N","NTMFS6B14NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS6B14NT1G","http://www.onsemi.com/pub/Collateral/NTMFS6B14N-D.PDF","Power MOSFET 100V 50A 14mOhm Single N−Channel SO-8FL","Pb-free
Halide free","Active","Power MOSFET 100V 50A 14mOhm Single N−Channel SO-8FL","N-Channel","Single","100","±20","4","50","77",,,"15",,"20",,"50","1300","260","18","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMFS6B14N","NTMFS6B14NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMFS6B14NT3G","http://www.onsemi.com/pub/Collateral/NTMFS6B14N-D.PDF","Power MOSFET 100V 50A 14mOhm Single N−Channel SO-8FL","Pb-free
Halide free","Active","Power MOSFET 100V 50A 14mOhm Single N−Channel SO-8FL","N-Channel","Single","100","±20","4","50","77",,,"15",,"20",,"50","1300","260","18","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NTMS4177P","NTMS4177PR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS4177PR2G","http://www.onsemi.com/pub/Collateral/NTMS4177P-D.PDF","Power MOSFET -30V -11.4A 19 mOhm Single P-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET -30V -11.4A 19 mOhm Single P-Channel SO-8","P-Channel","Single","30","20","2.5","11.4","2.5",,"19","12","29","55","13","30","3100","550","370","SOIC-8"
"on","IGBT 和 FET---MOSFET","NTMS4801N","NTMS4801NR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS4801NR2G","http://www.onsemi.com/pub/Collateral/NTMS4801N-D.PDF","Power MOSFET 30V 12A 9 mOhm Single N-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET 30V 12A 9 mOhm Single N-Channel SO-8","N-Channel","Single","30","20","2.5","12","2.1",,"12.5","9","12.2","25","4.4",,"1630","288","150","SOIC-8"
"on","IGBT 和 FET---MOSFET","NTMS4807N","NTMS4807NR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS4807NR2G","http://www.onsemi.com/pub/Collateral/NTMS4807N-D.PDF","Power MOSFET 30V 14.8A 6.1 mOhm Single N-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET 30V 14.8A 6.1 mOhm Single N-Channel SO-8","N-Channel","Single","30","20","3","14.8","2.5",,"7.5","6.1","24","46","10.4","23","2900","562","307","SOIC-8"
"on","IGBT 和 FET---MOSFET","NTMS4916N","NTMS4916NR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS4916NR2G","http://www.onsemi.com/pub/Collateral/NTMS4916N-D.PDF","Power MOSFET 30V 11.6A 9.0 mOhm Single N-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET 30V 11.6A 9.0 mOhm Single N-Channel SO-8","N-Channel","Single","30","20","2.5","11.4","1.98",,"12","9",,,"6.5","20","1376","401",,"SOIC-8"
"on","IGBT 和 FET---MOSFET","NTMS4937N","NTMS4937NR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS4937NR2G","http://www.onsemi.com/pub/Collateral/NTMS4937N-D.PDF","Power MOSFET 30V 13.6A 6.5 mOhm Single N-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET 30V 13.6A 6.5 mOhm Single N-Channel SO-8","N-Channel","Single","30","20","2.5","13.6","2",,"8.7","6.5","17.4","38.5","3.3","38","2563","715","25","SOIC-8"
"on","IGBT 和 FET---MOSFET","NTMS5P02","NTMS5P02R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTMS5P02R2G","http://www.onsemi.com/pub/Collateral/NTMS5P02R2-D.PDF","Power MOSFET -20V -5.4A 33 mOhm Single P-Channel SO-8","Pb-free
Halide free","Active","Power MOSFET -20V -5.4A 33 mOhm Single P-Channel SO-8","P-Channel","Single","20","10","1.25","5.4","7.05","48","33",,"20",,"7","0.03","1375","510","200","SOIC-8"
"on","IGBT 和 FET---MOSFET","NTND31015NZ","NTND31015NZTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTND31015NZTAG","http://www.onsemi.com/pub/Collateral/NTND31015NZ-D.PDF","Small Signal MOSFET 20V 200mA  1.5Ohms Dual N-Channel XLLGA6, Small Signal MOSFET, Dual N-Channel 20V XLLGA6 0.65x0.9x0.4mm Package","Pb-free
Halide free","ActiveNEW","Small Signal MOSFET 20V 200mA  1.5Ohms Dual N-Channel XLLGA6","N-Channel","Dual","20","±8","1","0.212","0.2","2200","1700",,,,,,"12.5","3.6","2.6","XLLGA-6"
"on","IGBT 和 FET---MOSFET","NTNS3193NZ","NTNS3193NZT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTNS3193NZT5G","http://www.onsemi.com/pub/Collateral/NTNS3193NZ-D.PDF","Small Signal MOSFET 20V 230mA 1.4 Ohm Single N Channel XLLGA3 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET 20V 230mA 1.4 Ohm Single N Channel XLLGA3 with ESD Protection","N-Channel","Single","20","8","1","0.224","0.12","1900","1400",,"0.7",,,,"15.8","3.5","2.4","XLLGA-3"
"on","IGBT 和 FET---MOSFET","NTNS3A91PZ","NTNS3A91PZT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTNS3A91PZT5G","http://www.onsemi.com/pub/Collateral/NTNS3A91PZ-D.PDF","Small Signal MOSFET -20V -223mA 1.6 Ohm Single P Channel XLLGA3 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -223mA 1.6 Ohm Single P Channel XLLGA3 with ESD Protection","P-Channel","Single","20","8","1","0.214","0.125","2400","1600",,,,,,"22","4.5","2.5","XLLGA-3"
"on","IGBT 和 FET---MOSFET","NTNUS3171PZ","NTNUS3171PZT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTNUS3171PZT5G","http://www.onsemi.com/pub/Collateral/NTNUS3171PZ-D.PDF","Small Signal MOSFET -20V -200 mA 3.5 Ohm Single P-Channel SOT-1123 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -200 mA 3.5 Ohm Single P-Channel SOT-1123 with ESD Protection","P-Channel","Single","20","8","1","0.2","0.2","4000","3500",,,,,,"13","3.4","1.6","SOT-1123-3"
"on","IGBT 和 FET---MOSFET","NTP5860N","NTP5860NG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTP5860NG","http://www.onsemi.com/pub/Collateral/NTB5860N-D.PDF","Power MOSFET 60V 169A 3.0 mOhm Single N-Channel TO-220, G","Pb-free
Halide free","Active","Power MOSFET 60V 169A 3.0 mOhm Single N-Channel TO-220","N-Channel","Single","60","20","4","169","167",,,"3",,"180","57","76","10760","1125","700","TO-220 FULLPAK-3"
"on","IGBT 和 FET---MOSFET","NTP6410AN","NTP6410ANG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTP6410ANG","http://www.onsemi.com/pub/Collateral/NTB6410AN-D.PDF","Power MOSFET 100V 76A 13 mOhm Single N-Channel TO-220","Pb-free
Halide free","Active","Power MOSFET 100V 76A 13 mOhm Single N-Channel TO-220","N-Channel","Single","100","20","4","76","188",,,"13",,"120","57","300","4500","650","250","TO-220-3"
"on","IGBT 和 FET---MOSFET","NTP8G202N","NTP8G202NG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTP8G202NG","http://www.onsemi.com/pub/Collateral/NTP8G202N-D.PDF","Power GaN Cascode 600V 290 mOhm Single N-Channel TO-220","Pb-free
Halide free","Active","Power GaN Cascode 600V 290 mOhm Single N-Channel TO-220","N-Channel","Single","600","18","2.35","9","65",,,"350","6.2",,"2.2","29","785","26","3.5","TO-220-3"
"on","IGBT 和 FET---MOSFET","NTR0202PL","NTR0202PLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR0202PLT1G","http://www.onsemi.com/pub/Collateral/NTR0202PL-D.PDF","Small Signal MOSFET -20V -400mA 800 mOhm Single P-Channel SOT-23 Logic Level","Pb-free
Halide free","Active","Small Signal MOSFET -20V -400mA 800 mOhm Single P-Channel SOT-23 Logic Level ","P-Channel","Single","20","20","2.3","0.4","0.225",,"1100","800","2.18",,"0.4","0.007","70","74","26","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR1P02L","NTR1P02LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR1P02LT1G","http://www.onsemi.com/pub/Collateral/NTR1P02LT1-D.PDF","Small Signal MOSFET -20V -1.3A 220 mOhm Single P-Channel SOT-23 Logic Level","Pb-free
Halide free","Active","Small Signal MOSFET -20V -1.3A 220 mOhm Single P-Channel SOT-23 Logic Level","P-Channel","Single","20","12","1.25","1.3","0.4","350","220",,"5500",,,"0.0085","225","130","55","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR1P02L","NTR1P02LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR1P02LT3G","http://www.onsemi.com/pub/Collateral/NTR1P02LT1-D.PDF","Small Signal MOSFET -20V -1.3A 220 mOhm Single P-Channel SOT-23 Logic Level","Pb-free
Halide free","Active","Small Signal MOSFET -20V -1.3A 220 mOhm Single P-Channel SOT-23 Logic Level","P-Channel","Single","20","12","1.25","1.3","0.4","350","220",,"5500",,,"0.0085","225","130","55","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR3A30PZ","NTR3A30PZT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR3A30PZT1G","http://www.onsemi.com/pub/Collateral/NTR3A30PZ-D.PDF","Small Signal MOSFET -20V -2.9A 38 mOhm Single P-Channel SOT-23 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -2.9A 38 mOhm Single P-Channel SOT-23 with ESD Protection","P-Channel","Single","20","8","1","2.9","0.48","50","38",,"17.6",,"4.9",,"1651","148","129","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR4003N","NTR4003NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR4003NT1G","http://www.onsemi.com/pub/Collateral/NTR4003N-D.PDF","Small Signal MOSFET 30V 560mA 1.5 Ohm Single N-Channel SOT-23","Pb-free
Halide free","Active","Small Signal MOSFET 30V 560mA 1.5 Ohm Single N-Channel SOT-23","N-Channel","Single","30","20","1.4","0.56","0.83","2000","1500",,"1.15",,"0.23",,"21","19.7","8.1","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR4003N","NTR4003NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR4003NT3G","http://www.onsemi.com/pub/Collateral/NTR4003N-D.PDF","Small Signal MOSFET 30V 560mA 1.5 Ohm Single N-Channel SOT-23","Pb-free
Halide free","Active","Small Signal MOSFET 30V 560mA 1.5 Ohm Single N-Channel SOT-23","N-Channel","Single","30","20","1.4","0.56","0.83","2000","1500",,"1.15",,"0.23",,"21","19.7","8.1","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR4170N","NTR4170NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR4170NT1G","http://www.onsemi.com/pub/Collateral/NTR4170N-D.PDF","Power MOSFET 30V 4A 55 mOhm Single N-Channel SOT-23","Pb-free
Halide free","Active","Power MOSFET 30V 4A 55 mOhm Single N-Channel SOT-23","N-Channel","Single","30","12","1.4","4","1.25",,"70","55","4.76",,"1.4","2.9","432","53.6","37.1","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR4501","NTR4501NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR4501NT1G","http://www.onsemi.com/pub/Collateral/NTR4501N-D.PDF","Power MOSFET 20V 3.2A 80 mOhm Single N-Channel SOT-23","Pb-free
Halide free","Active","Power MOSFET 20V 3.2A 80 mOhm Single N-Channel SOT-23","N-Channel","Single","20","12","1.2","3.2","1.25","105","80",,"2.4",,"0.6","3","200","80","50","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR4503N","NTR4503NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR4503NT1G","http://www.onsemi.com/pub/Collateral/NTR4503N-D.PDF","Small Signal MOSFET 30V 2.5A 140 mOhm Single N-Channel SOT-23, Small Signal MOSFET 30V 2.5A 140 mOhm Single N-Channel SOT-23","Pb-free
Halide free","Active","Small Signal MOSFET 30V 2.5A 140 mOhm Single N-Channel SOT-23","N-Channel","Single","30","20","3","2","0.73",,"140","110","1.9","3.6","0.7","4","135","52","15","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTR5105P","NTR5105PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTR5105PT1G","http://www.onsemi.com/pub/Collateral/NTR5105P-D.PDF","Small Signal MOSFET 60V 211mA 5 Ohm Single P-Channel SOT-23, -60 V, -211 mA, Single P-Channel SOT-23 Package","Pb-free
Halide free","Active","Small Signal MOSFET 60V 211mA 5 Ohm Single P-Channel SOT-23","P-Channel","Single","60","±20","3","0.196","0.347",,"6000","5000","1",,"0.3",,"30.3","4.7","3.2","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTRV4101P","NTRV4101PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTRV4101PT1G","http://www.onsemi.com/pub/Collateral/NTR4101P-D.PDF","Small Signal MOSFET -20V -3.2A, 85 mOhm Single P-Channel SOT-23, MOSFET -20V -3.2A 85 mOhm Single P-Channel SOT-23","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Small Signal MOSFET -20V -3.2A, 85 mOhm Single P-Channel SOT-23","P-Channel","Single","20","8","1.2","3.2","0.73","120","85",,"7.5",,"2.2","1008","675","100","75","SOT-23-3"
"on","IGBT 和 FET---MOSFET","NTS4001N","NTS4001NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS4001NT1G","http://www.onsemi.com/pub/Collateral/NTS4001N-D.PDF","Small Signal MOSFET 30V 270mA 1.5 Ohm Single N-Channel SC-70","Pb-free
Halide free","Active","Small Signal MOSFET 30V 270mA 1.5 Ohm Single N-Channel SC-70","N-Channel","Single","30","20","1.5","0.27","0.33","2000","1500",,"0.9",,"0.2",,"20","19","7.25","SC-70-3 / SOT-323-3"
"on","IGBT 和 FET---MOSFET","NTS4173P","NTS4173PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS4173PT1G","http://www.onsemi.com/pub/Collateral/NTS4173P-D.PDF","Small Signal MOSFET -30V -1.3A 150 mOhm Single P-Channel SC-70","Pb-free
Halide free","Active","Small Signal MOSFET -30V -1.3A 150 mOhm Single P-Channel SC-70","P-Channel","Single","30","12","1.5","1.3","0.35",,"200","150","4.8",,"1.5","7","430","55","40","SC-70-3 / SOT-323-3"
"on","IGBT 和 FET---MOSFET","NTTFS3A08PZ","NTTFS3A08PZTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS3A08PZTAG","http://www.onsemi.com/pub/Collateral/NTTFS3A08PZ-D.PDF","Power MOSFET -20V -15A 6.7 mOhm Single P-Channel u8FL FETky","Pb-free
Halide free","Active","Power MOSFET -20V -15A 6.7 mOhm Single P-Channel u8FL FETky","P-Channel","Single","20","8","1","14","4.5","9","6.7",,"54",,"14","234","5000","600","500","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS3A08PZ","NTTFS3A08PZTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS3A08PZTWG","http://www.onsemi.com/pub/Collateral/NTTFS3A08PZ-D.PDF","Power MOSFET -20V -15A 6.7 mOhm Single P-Channel u8FL FETky","Pb-free
Halide free","Active","Power MOSFET -20V -15A 6.7 mOhm Single P-Channel u8FL FETky","P-Channel","Single","20","8","1","14","4.5","9","6.7",,"54",,"14","234","5000","600","500","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4824N","NTTFS4824NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4824NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4824N-D.PDF","Power MOSFET 30V 69A, 7.5 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 69A, 7.5 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.5","69","46.3",,"7.5","5","12.6","29","4.8","10","1750","350","170","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4929N","NTTFS4929NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4929NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4929N.PDF","Power MOSFET 30V 34A 11 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 34A 11 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","34","22.3",,"17","11","8.8","16.3","4.4",,"920","337","175","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4929N","NTTFS4929NTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4929NTWG","http://www.onsemi.com/pub/Collateral/NTTFS4929N.PDF","Power MOSFET 30V 34A 11 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 34A 11 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","34","22.3",,"17","11","8.8","16.3","4.4",,"920","337","175","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4932N","NTTFS4932NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4932NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4932N-D.PDF","Power MOSFET 30V 79A 4 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 79A 4 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","79","43",,"5.5","4","20","46.5","3.3","37.5","3111","1064","42","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4932N","NTTFS4932NTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4932NTWG","http://www.onsemi.com/pub/Collateral/NTTFS4932N-D.PDF","Power MOSFET 30V 79A 4 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 79A 4 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","79","43",,"5.5","4","20","46.5","3.3","37.5","3111","1064","42","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4939N","NTTFS4939NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4939NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4939N-D.PDF","Power MOSFET 30V 56A 5.5 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 56A 5.5 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","52","29.8",,"8","5.5","12.4","28","1.8","35.5","1979","711","20.2","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4939N","NTTFS4939NTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4939NTWG","http://www.onsemi.com/pub/Collateral/NTTFS4939N-D.PDF","Power MOSFET 30V 56A 5.5 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 56A 5.5 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","52","29.8",,"8","5.5","12.4","28","1.8","35.5","1979","711","20.2","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4985NF","NTTFS4985NFTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4985NFTAG","http://www.onsemi.com/pub/Collateral/NTTFS4985NF-D.PDF","Power MOSFET 30V 64A 3.5 mOhm Single N-Channel u8FL FETky","Pb-free
Halide free","Active","Power MOSFET 30V 64A 3.5 mOhm Single N-Channel u8FL FETky","N-Channel","with Schottky Diode","30","20","2.3","64","22.73",,"5.2","3.5","13.6","29.4","4.1","32","2075","876","46","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4C06N","NTTFS4C06NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4C06NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4C06N-D.PDF","Power MOSFET 30V 65A 4.2 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 65A 4.2 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","65","31",,"6.1","4.2","11.6","26","4","22","1683","841","40","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4C06N","NTTFS4C06NTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4C06NTWG","http://www.onsemi.com/pub/Collateral/NTTFS4C06N-D.PDF","Power MOSFET 30V 65A 4.2 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 65A 4.2 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","65","31",,"6.1","4.2","11.6","26","4","22","1683","841","40","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4C10N","NTTFS4C10NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4C10NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4C10N-D.PDF","Power MOSFET 30V 44A 7.4 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 44A 7.4 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","44","23.6",,"11","7.4",,"19.3","6.1","8.3","993","574","163","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4C10N","NTTFS4C10NTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4C10NTWG","http://www.onsemi.com/pub/Collateral/NTTFS4C10N-D.PDF","Power MOSFET 30V 44A 7.4 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 44A 7.4 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","44","23.6",,"11","7.4",,"19.3","6.1","8.3","993","574","163","u8FL / WDFN-8"
"on","IGBT 和 FET---MOSFET","NTTFS4C25N","NTTFS4C25NTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTTFS4C25NTAG","http://www.onsemi.com/pub/Collateral/NTTFS4C25N-D.PDF","Power MOSFET 30V 27A 17 mOhm Single N-Channel u8FL","Pb-free
Halide free","Active","Power MOSFET 30V 27A 17 mOhm Single N-Channel u8FL","N-Channel","Single","30","20","2.2","27","20.2",,"26.5","17",,"10.3","2.7","5.7","500","295","85","u8FL / WDFN-8"
