"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channel Polarity","Configuration","V(BR)DSS Min (V)","VGS Max (V)","VGS(th) Max (V)","ID Max (A)","PD Max (W)","rDS(on) Max @ VGS = 2.5 V  (mOhms)","rDS(on) Max @ VGS = 4.5 V  (mOhms)","rDS(on) Max @ VGS = 10 V  (mOhms)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Ciss Typ (pF)","Coss Typ (pF)","Crss Typ (pF)","Package Type"
"on","IGBT 和 FET---MOSFET","MCH6321","MCH6321-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6321-TL-W","http://www.onsemi.com/pub/Collateral/MCH6321-D.PDF","P-Channel Power MOSFET, -20V, -4A, 83mΩ, Single MCPH6","Pb-free
Halide free","Active","P-Channel Power MOSFET, -20V, -4A, 83mΩ, Single MCPH6","P-Channel","Single","-20","10","-1.3","-4","1.5","125","83",,"4.6",,"1.3",,"375","77","58","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6336","MCH6336-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6336-TL-W","http://www.onsemi.com/pub/Collateral/MCH6336-D.PDF","Power MOSFET, -12V, 43mΩ, -5A, Single P-Channel","Pb-free
Halide free","Active","Power MOSFET, -12V, 43mΩ, -5A, Single P-Channel","P-Channel","Single","-12","10","-1.4","-5","1.5","66","43",,"6.9",,"1.8",,"660","210","155","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6341","MCH6341-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6341-TL-W","http://www.onsemi.com/pub/Collateral/MCH6341-D.PDF","Power MOSFET, -30V, 59mΩ, -5A, Single P-Channel","Pb-free
Halide free","Active","Power MOSFET, -30V, 59mΩ, -5A, Single P-Channel","P-Channel","Single","-30","20","-2.6","-5","1.5",,"100","59",,"10","2.5",,"430","105","75","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6344","MCH6344-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6344-TL-W","http://www.onsemi.com/pub/Collateral/MCH6344-D.PDF","Power MOSFET, -30V, 150mΩ, -2A, Single P-Channel","Pb-free
Halide free","ActiveNEW","Power MOSFET, -30V, 150mΩ, -2A, Single P-Channel","P-Channel","Single","-30","20","-2.6","-2","0.8",,"255","150",,"3.9","0.8",,"172","51","36","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6353","MCH6353-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6353-TL-W","http://www.onsemi.com/pub/Collateral/ENA2206-D.PDF","Power MOSFET -12V, -6.0A, 35 mOhm, Single P-Channel MCPH6","Pb-free
Halide free","Active","Power MOSFET -12V, -6.0A, 35 mOhm, Single P-Channel MCPH6","P-Channel","Single","-12","10","-1.4","-6","1.4","48","35",,"12",,"2.1",,"1250","160","150","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6431","MCH6431-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6431-TL-W","http://www.onsemi.com/pub/Collateral/MCH6431-D.PDF","Power MOSFET, 30V, 55mΩ, 5A, Single N-Channel","Pb-free
Halide free","Active","Power MOSFET, 30V, 55mΩ, 5A, Single N-Channel","N-Channel","Single","30","20","2.6","5","1.5",,"91","55",,"5.6","0.8",,"280","60","30","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6437","MCH6437-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6437-TL-W","http://www.onsemi.com/pub/Collateral/MCH6437-D.PDF","Power MOSFET, 20V, 24mΩ, 7A, Single N-Channel","Pb-free
Halide free","ActiveNEW","Power MOSFET, 20V, 24mΩ, 7A, Single N-Channel","N-Channel","Single","20","12","1.3","7","1.5","35","24",,"8.4",,"2.4",,"660","125","100","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6445","MCH6445-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6445-TL-W","http://www.onsemi.com/pub/Collateral/MCH6445-D.PDF","N-Channel Power MOSFET, 60V, 4A, 78mΩ, Single MCPH6","Pb-free
Halide free","Active","N-Channel Power MOSFET, 60V, 4A, 78mΩ, Single MCPH6","N-Channel","Single","60","20","2.6","4","1.5",,"104","78",,"10","2.1",,"505","57","37","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6601","MCH6601-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6601-TL-E","http://www.onsemi.com/pub/Collateral/EN6458-D.PDF","P-Channel Power MOSFET, -30V, -0.2A, 10.4Ω, Dual MCPH6","Pb-free","Active","P-Channel Power MOSFET, -30V, -0.2A, 10.4Ω, Dual MCPH6","P-Channel","Dual","-30","10","-1.4","-0.2","0.8","15400",,,,"1.43","0.25",,"7.5","5.7","1.8","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6603","MCH6603-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6603-TL-H","http://www.onsemi.com/pub/Collateral/EN6446-D.PDF","P-Channel Power MOSFET, -50V, -0.14A, 23 Ohm, Dual MCPH6","Pb-free
Halide free","Active","P-Channel Power MOSFET, -50V, -0.14A, 23 Ohm, Dual MCPH6","P-Channel","Dual","-50","10","-1.4","-0.14","0.8","28000",,,,"1.4","0.23",,"7.4","4.2","1.3","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6613","MCH6613-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6613-TL-E","http://www.onsemi.com/pub/Collateral/MCH6613-D.PDF","Small Signal MOSFET, 30V, 0.35A, 3.7Ω, -30V, -0.2A, 10.4Ω, Complementary MCPH6","Pb-free","Active","Small Signal MOSFET, 30V, 0.35A, 3.7Ω, -30V, -0.2A, 10.4Ω, Complementary MCPH6","Complementary","Dual","30","10","1.4","0.35","0.8","5200",,,,"1.58","0.31",,"7","5.9","2.3","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6661","MCH6661-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6661-TL-W","http://www.onsemi.com/pub/Collateral/ENA2280-D.PDF","N-Channel Power MOSFET, 30V, 1.8A, 188mΩ, Dual MCPH6","Pb-free
Halide free","Active","N-Channel Power MOSFET, 30V, 1.8A, 188mΩ, Dual MCPH6","N-Channel","Dual","30","20","2.6","1.8","0.8",,"343","188",,"2","0.29",,"88","19","11","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MCH6663","MCH6663-TL-W","http://www.onsemi.cn/PowerSolutions/product.do?id=MCH6663-TL-W","http://www.onsemi.com/pub/Collateral/MCH6663-D.PDF","Power MOSFET, 30V, 188mΩ, 1.8A, -30V, 325mΩ, -1.5A, Complementary Dual","Pb-free
Halide free","ActiveNEW","Power MOSFET, 30V, 188mΩ, 1.8A, -30V, 325mΩ, -1.5A, Complementary Dual","Complementary","Dual","30","20","2.6","1.8","0.8",,"343","188",,"2","0.29",,"88","19","11","SC-88FL / MCPH-6"
"on","IGBT 和 FET---MOSFET","MGSF1N02L","MGSF1N02LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MGSF1N02LT1G","http://www.onsemi.com/pub/Collateral/MGSF1N02LT1-D.PDF","Small Signal MOSFET 20V 750mA 90 mOhm Single N-Channel SOT-23","Pb-free
Halide free","Active","Small Signal MOSFET 20V 750mA 90 mOhm Single N-Channel SOT-23","N-Channel","Single","20","20","2.4","0.75","0.4",,"130","90",,,,,"125","120","45","SOT-23-3"
"on","IGBT 和 FET---MOSFET","MGSF2N02EL","MGSF2N02ELT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MGSF2N02ELT1G","http://www.onsemi.com/pub/Collateral/MGSF2N02EL-D.PDF","Power MOSFET 20V 2.8A 85 mOhm Single N-Channel SOT-23 Logic Level","Pb-free
Halide free","Active","Power MOSFET 20V 2.8A 85 mOhm Single N-Channel SOT-23 Logic Level","N-Channel","Single","20","8","1","2.8","1.25","115","85",,,"3.5","1.5",,"150","130","45","SOT-23-3"
"on","IGBT 和 FET---MOSFET","MMBF170L","MMBF170LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBF170LT1G","http://www.onsemi.com/pub/Collateral/MMBF170LT1-D.PDF","Small Signal MOSFET 60V 500mA 5 Ohm Single N-Channel SOT-23 Logic Level","Pb-free
Halide free","Active","Small Signal MOSFET 60V 500mA 5 Ohm Single N-Channel SOT-23 Logic Level","N-Channel","Single","60","20","3","0.5","0.225",,,"5000",,,,,,,,"SOT-23-3"
"on","IGBT 和 FET---MOSFET","MVGSF1N02L","MVGSF1N02LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MVGSF1N02LT1G","http://www.onsemi.com/pub/Collateral/MGSF1N02LT1-D.PDF","Small Signal MOSFET 20V 750mA 90 mOhm Single N-Channel SOT-23, MOSFET 20V 750mA 90 mOhm Single N-Channel SOT-23","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Small Signal MOSFET 20V 750mA 90 mOhm Single N-Channel SOT-23","N-Channel","Single","20","20","2.4","0.75","0.4","null","130","90",,"6",,,,,,"SOT-23-3"
