"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Topology","Control Mode","fsw Typ (kHz)","Stand-by Mode","UVLO (V)","Short Circuit Protection","Latch","Soft Start","VCC Max (V)","Drive Cap. (mA)","Package Type"
"on","AC-DC控制器和稳压器---离线控制器","NCP1565","NCP1565MNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1565MNTXG","http://www.onsemi.com/pub/Collateral/NCP1565-D.PDF","PWM Controller, Highly Integrated Dual-Mode Active Clamp","Pb-free
Halide free","Product Preview","PWM Controller, Highly Integrated Dual-Mode Active Clamp","Forward","Current/Voltage Mode","Up to 1.5 MHz","Yes","Yes","Yes","Yes","Yes","20 V","2000 / 3000","QFN-24"
"on","AC-DC控制器和稳压器---离线控制器","NCP1927","NCP1927DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1927DR2G","http://www.onsemi.com/pub/Collateral/NCP1927-D.PDF","PFC and Flyback Controller for Flat Panel TVs","Pb-free
Halide free","Active","PFC and Flyback Controller for Flat Panel TVs","Flyback","Current Mode","0.065","Yes","Yes","Yes","No","Yes","30","800 / 800","SOIC-16"
"on","AC-DC控制器和稳压器---离线控制器","NCV3843B","NCV3843BVD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV3843BVD1R2G","http://www.onsemi.com/pub/Collateral/NCV3843BV-D.PDF","Current Mode PWM Controller","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","Yes","30","200 / 200","SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCV3843B","NCV3843BVDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV3843BVDR2G","http://www.onsemi.com/pub/Collateral/NCV3843BV-D.PDF","Current Mode PWM Controller","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","Yes","30","200 / 200","SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2843B","UC2843BD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2843BD1G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2843B","UC2843BD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2843BD1R2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2843B","UC2843BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2843BDG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2843B","UC2843BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2843BDR2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2843B","UC2843BNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2843BNG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2845B","UC2845BD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2845BD1G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2845B","UC2845BD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2845BD1R2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2845B","UC2845BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2845BDG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2845B","UC2845BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2845BDR2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC2845B","UC2845BNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC2845BNG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BD1G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BD1R2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BDG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BDR2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BNG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BVD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BVD1G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BVD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BVD1R2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BVDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BVDG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BVDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BVDR2G","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3843B","UC3843BVNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3843BVNG","http://www.onsemi.com/pub/Collateral/UC3842B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback","Current Mode","52","No","Yes","Yes","No","No
Yes","30","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BD1G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BD1R2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BDG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BDR2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BNG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BVD1G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BVD1G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BVD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BVD1R2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BVDG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BVDG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BVDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BVDR2G","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","UC3845B","UC3845BVNG","http://www.onsemi.cn/PowerSolutions/product.do?id=UC3845BVNG","http://www.onsemi.com/pub/Collateral/UC3844B-D.PDF","High Performance Current Mode PWM Controller","PPAP Capable
Pb-free
Halide free","Active","High Performance Current Mode PWM Controller","Flyback
Forward
Step-Down
Step-Up","Current Mode","52","No","Yes","Yes","No","No
Yes","25","200 / 200","PDIP-8
SOIC-14
SOIC-8"
