"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","VZ Typ (V)","P Max (W)","Package Type"
"on","二极管和整流器---齐纳二极管","1N53","1N5388BG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5388BG","http://www.onsemi.com/pub/Collateral/1N5333B-D.PDF","5 Watt Surmetic 40 Zener Voltage Regulators","Pb-free
Halide free","Active","5 Watt Surmetic 40 Zener Voltage Regulators","3.3
3.6
4.3
4.7
5.1
5.6
6
6.2
6.8
7.5
8.2
8.7
9.1
10
11
12
13
14
15
16
17
18
19
20
22
24
25
27
28
30
33
36
39
43
47
51
56
60
62
68
75
82
91
100
120
130
150
160
180
190
200","5","Surmetic 40"
"on","二极管和整流器---齐纳二极管","1N53","1N5388BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5388BRLG","http://www.onsemi.com/pub/Collateral/1N5333B-D.PDF","5 Watt Surmetic 40 Zener Voltage Regulators","Pb-free
Halide free","Active","5 Watt Surmetic 40 Zener Voltage Regulators","3.3
3.6
4.3
4.7
5.1
5.6
6
6.2
6.8
7.5
8.2
8.7
9.1
10
11
12
13
14
15
16
17
18
19
20
22
24
25
27
28
30
33
36
39
43
47
51
56
60
62
68
75
82
91
100
120
130
150
160
180
190
200","5","Surmetic 40"
"on","二极管和整流器---齐纳二极管","1N5913B","1N5913BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5913BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","3.3 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","3.3 V, 3.0 W Zener Diode Voltage Regulator","3.3","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5919B","1N5919BG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5919BG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","5.6 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","5.6 V, 3.0 W Zener Diode Voltage Regulator","5.6","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5919B","1N5919BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5919BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","5.6 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","5.6 V, 3.0 W Zener Diode Voltage Regulator","5.6","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5921B","1N5921BG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5921BG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","6.8 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","6.8 V, 3.0 W Zener Diode Voltage Regulator","6.8","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5921B","1N5921BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5921BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","6.8 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","6.8 V, 3.0 W Zener Diode Voltage Regulator","6.8","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5924B","1N5924BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5924BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","9.1 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","9.1 V, 3.0 W Zener Diode Voltage Regulator","9.1","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5927B","1N5927BG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5927BG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","12 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","12 V, 3.0 W Zener Diode Voltage Regulator","12","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5927B","1N5927BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5927BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","12 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","12 V, 3.0 W Zener Diode Voltage Regulator","12","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5929BRNG","1N5929BRNG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5929BRNG","http://www.onsemi.com/pub/Collateral/1N5929BRNG-D.PDF","ZEN SUR30 REG 3W 15V","Pb-free
Halide free","Active","ZEN SUR30 REG 3W 15V","15","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5932B","1N5932BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5932BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","20 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","20 V, 3.0 W Zener Diode Voltage Regulator","20","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5934B","1N5934BG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5934BG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","24 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","24 V, 3.0 W Zener Diode Voltage Regulator","24","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5934B","1N5934BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5934BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","24 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","24 V, 3.0 W Zener Diode Voltage Regulator","24","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5935B","1N5935BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5935BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","27 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","27 V, 3.0 W Zener Diode Voltage Regulator","27","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5938B","1N5938BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5938BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","36 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","36 V, 3.0 W Zener Diode Voltage Regulator","36","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5941B","1N5941BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5941BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","47 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","47 V, 3.0 W Zener Diode Voltage Regulator","47","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5946B","1N5946BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5946BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","75 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","75 V, 3.0 W Zener Diode Voltage Regulator","75","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5952B","1N5952BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5952BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","130 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","130 V, 3.0 W Zener Diode Voltage Regulator","130","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1N5955B","1N5955BRLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5955BRLG","http://www.onsemi.com/pub/Collateral/1N5913B-D.PDF","180 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free","Active","180 V, 3.0 W Zener Diode Voltage Regulator","180","3","Axial Lead-2"
"on","二极管和整流器---齐纳二极管","1PMT5920B","1PMT5920BT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=1PMT5920BT1G","http://www.onsemi.com/pub/Collateral/1PMT5920B-D.PDF","6.2 V, 3.2 Watt Zener Diode Voltage Regulator","Pb-free
Halide free","Active","6.2 V, 3.2 Watt Zener Diode Voltage Regulator","6.2","3.2","POWERMITE-2"
"on","二极管和整流器---齐纳二极管","1PMT5924B","1PMT5924BT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=1PMT5924BT1G","http://www.onsemi.com/pub/Collateral/1PMT5920B-D.PDF","9.1 V, 3.2 Watt Zener Diode Voltage Regulator","Pb-free
Halide free","Active"," 9.1 V, 3.2 Watt Zener Diode Voltage Regulator","9.1","3.2","POWERMITE-2"
"on","二极管和整流器---齐纳二极管","1PMT5929B","1PMT5929BT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=1PMT5929BT1G","http://www.onsemi.com/pub/Collateral/1PMT5920B-D.PDF","15 V, 3.2 Watt Zener Diode Voltage Regulator","Pb-free
Halide free","Active","15 V, 3.2 Watt Zener Diode Voltage Regulator","15","3.2","POWERMITE-2"
"on","二极管和整流器---齐纳二极管","1PMT5935B","1PMT5935BT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=1PMT5935BT1G","http://www.onsemi.com/pub/Collateral/1PMT5920B-D.PDF","27 V, 3.2 Watt Zener Diode Voltage Regulator","Pb-free
Halide free","Active","27 V, 3.2 Watt Zener Diode Voltage Regulator","27","3.2","POWERMITE-2"
"on","二极管和整流器---齐纳二极管","1SMA5913B","1SMA5913BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5913BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","3.3 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3.3 V, 1.5.0 W Zener Diode Voltage Regulator","3.3","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5913B","SZ1SMA5913BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5913BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","3.3 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3.3 V, 1.5.0 W Zener Diode Voltage Regulator","3.3","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5915B","1SMA5915BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5915BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","3.9 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3.9 V, 1.5.0 W Zener Diode Voltage Regulator","3.9","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5915B","SZ1SMA5915BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5915BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","3.9 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3.9 V, 1.5.0 W Zener Diode Voltage Regulator","3.9","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5917B","1SMA5917BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5917BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","4.7 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","4.7 V, 1.5.0 W Zener Diode Voltage Regulator","4.7","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5917B","SZ1SMA5917BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5917BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","4.7 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","4.7 V, 1.5.0 W Zener Diode Voltage Regulator","4.7","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5919B","1SMA5919BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5919BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","5.6 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","5.6 V, 1.5.0 W Zener Diode Voltage Regulator","5.6","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5919B","SZ1SMA5919BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5919BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","5.6 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","5.6 V, 1.5.0 W Zener Diode Voltage Regulator","5.6","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5921B","1SMA5921BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5921BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","6.8 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","6.8 V, 1.5.0 W Zener Diode Voltage Regulator","6.8","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5921B","SZ1SMA5921BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5921BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","6.8 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","6.8 V, 1.5.0 W Zener Diode Voltage Regulator","6.8","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5923B","1SMA5923BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5923BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","8.2 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","8.2 V, 1.5.0 W Zener Diode Voltage Regulator","8.2","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5923B","SZ1SMA5923BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5923BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","8.2 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","8.2 V, 1.5.0 W Zener Diode Voltage Regulator","8.2","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5925B","1SMA5925BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5925BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","10 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","10 V, 1.5.0 W Zener Diode Voltage Regulator","10","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5925B","SZ1SMA5925BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5925BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","10 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","10 V, 1.5.0 W Zener Diode Voltage Regulator","10","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5927B","1SMA5927BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5927BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","12 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","12 V, 1.5.0 W Zener Diode Voltage Regulator","12","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5927B","SZ1SMA5927BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5927BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","12 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","12 V, 1.5.0 W Zener Diode Voltage Regulator","12","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5929B","1SMA5929BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5929BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","15 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","15 V, 1.5.0 W Zener Diode Voltage Regulator","15","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5929B","SZ1SMA5929BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5929BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","15 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","15 V, 1.5.0 W Zener Diode Voltage Regulator","15","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5931B","1SMA5931BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5931BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","18 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","18 V, 1.5.0 W Zener Diode Voltage Regulator","18","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5931B","SZ1SMA5931BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5931BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","18 V, 1.5.0 W Zener Diode Voltage Regulator","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","18 V, 1.5.0 W Zener Diode Voltage Regulator","18","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5933B","1SMA5933BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5933BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","22 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","22 V, 1.5.0 W Zener Diode Voltage Regulator","22","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5933B","SZ1SMA5933BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5933BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","22 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","22 V, 1.5.0 W Zener Diode Voltage Regulator","22","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5935B","1SMA5935BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5935BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","27 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","27 V, 1.5.0 W Zener Diode Voltage Regulator","27","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5935B","SZ1SMA5935BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5935BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","27 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","27 V, 1.5.0 W Zener Diode Voltage Regulator","27","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5937B","1SMA5937BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5937BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","33 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","33 V, 1.5.0 W Zener Diode Voltage Regulator","33","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5937B","SZ1SMA5937BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5937BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","33 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","33 V, 1.5.0 W Zener Diode Voltage Regulator","33","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5939B","1SMA5939BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5939BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","39 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","39 V, 1.5.0 W Zener Diode Voltage Regulator","39","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5939B","SZ1SMA5939BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5939BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","39 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","39 V, 1.5.0 W Zener Diode Voltage Regulator","39","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5941B","1SMA5941BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5941BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","47 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","47 V, 1.5.0 W Zener Diode Voltage Regulator","47","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5941B","SZ1SMA5941BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5941BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","47 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","47 V, 1.5.0 W Zener Diode Voltage Regulator","47","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5943B","1SMA5943BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMA5943BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","56 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","56 V, 1.5.0 W Zener Diode Voltage Regulator","56","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMA5943B","SZ1SMA5943BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMA5943BT3G","http://www.onsemi.com/pub/Collateral/1SMA5913BT3-D.PDF","56 V, 1.5.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","56 V, 1.5.0 W Zener Diode Voltage Regulator","56","1.5","SMA-2"
"on","二极管和整流器---齐纳二极管","1SMB5913B","1SMB5913BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5913BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","3.3 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","3.3 V, 3.0 W Zener Diode Voltage Regulator","3.3","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5913B","SZ1SMB5913BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5913BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","3.3 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","3.3 V, 3.0 W Zener Diode Voltage Regulator","3.3","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5915B","1SMB5915BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5915BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","3.9 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","3.9 V, 3.0 W Zener Diode Voltage Regulator","3.9","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5915B","SZ1SMB5915BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5915BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","3.9 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","3.9 V, 3.0 W Zener Diode Voltage Regulator","3.9","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5917B","1SMB5917BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5917BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","4.7 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","4.7 V, 3.0 W Zener Diode Voltage Regulator","4.7","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5917B","SZ1SMB5917BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5917BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","4.7 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","4.7 V, 3.0 W Zener Diode Voltage Regulator","4.7","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5919B","1SMB5919BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5919BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","5.6 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","5.6 V, 3.0 W Zener Diode Voltage Regulator","5.6","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5919B","SZ1SMB5919BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5919BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","5.6 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","5.6 V, 3.0 W Zener Diode Voltage Regulator","5.6","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5921B","1SMB5921BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5921BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","6.8 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","6.8 V, 3.0 W Zener Diode Voltage Regulator","6.8","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5921B","SZ1SMB5921BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5921BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","6.8 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","6.8 V, 3.0 W Zener Diode Voltage Regulator","6.8","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5923B","1SMB5923BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB5923BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","8.2 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","8.2 V, 3.0 W Zener Diode Voltage Regulator","8.2","3","SMB-2"
"on","二极管和整流器---齐纳二极管","1SMB5923B","SZ1SMB5923BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB5923BT3G","http://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF","8.2 V, 3.0 W Zener Diode Voltage Regulator","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","8.2 V, 3.0 W Zener Diode Voltage Regulator","8.2","3","SMB-2"
