"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Density","Organization","Data Transmission Standard","fcycle Max (kHz)","tACC Max ns","VCC Min (V)","VCC Max (V)","Istandby Max (microA)","Iact Max (mA)","T Min (&#0176;C)","T Max (&#0176;C)","Package Type"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BYI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BYI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C56","CAT93C56VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C56VE-GT3","http://www.onsemi.com/pub/Collateral/CAT93C56-D.PDF","2-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","2-kb Microwire Serial EEPROM Memory","Serial","2 kb","256 x 8","MicroWire","2000","250","1.8","5.5","4","1","-40","85
125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C56","CAT93C56VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C56VI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C56-D.PDF","2-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","2-kb Microwire Serial EEPROM Memory","Serial","2 kb","256 x 8","MicroWire","2000","250","1.8","5.5","4","1","-40","85
125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C56","CAT93C56WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C56WI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C56-D.PDF","2-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","2-kb Microwire Serial EEPROM Memory","Serial","2 kb","256 x 8","MicroWire","2000","250","1.8","5.5","4","1","-40","85
125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C56","CAT93C56YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C56YI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C56-D.PDF","2-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","2-kb Microwire Serial EEPROM Memory","Serial","2 kb","256 x 8","MicroWire","2000","250","1.8","5.5","4","1","-40","85
125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C76","CAT93C76WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C76WI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C76-D.PDF","8-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","8-kb Microwire Serial EEPROM Memory","Serial","8 kb","1k x 8","MicroWire","2000","150","1.8","5.5","10","3","-40","85","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C76","CAT93C76YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C76YI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C76-D.PDF","8-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","8-kb Microwire Serial EEPROM Memory","Serial","8 kb","1k x 8","MicroWire","2000","150","1.8","5.5","10","3","-40","85","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C86","CAT93C86VI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C86VI-G","http://www.onsemi.com/pub/Collateral/CAT93C86-D.PDF","16-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","16-kb Microwire Serial EEPROM Memory","Serial","16 kb","2k x 8","MicroWire","2000","150","1.8","5.5","10","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT93C86","CAT93C86VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C86VI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C86-D.PDF","16-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","16-kb Microwire Serial EEPROM Memory","Serial","16 kb","2k x 8","MicroWire","2000","150","1.8","5.5","10","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT93C86","CAT93C86XI-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C86XI-T2","http://www.onsemi.com/pub/Collateral/CAT93C86-D.PDF","16-kb Microwire Serial EEPROM Memory","Pb-free
Halide free","Active","16-kb Microwire Serial EEPROM Memory","Serial","16 kb","2k x 8","MicroWire","2000","150","1.8","5.5","10","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAV24C02","CAV24C02WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C02WE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C02-D.PDF","2-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","2-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","Serial","2 kb","256 x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C02","CAV24C02YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C02YE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C02-D.PDF","2-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","2-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","Serial","2 kb","256 x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C08","CAV24C08WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C08WE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C08-D.PDF","8-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","8-kb I<sup>2</sup>C CMOS Serial EEPROM Memory - Automotive Grade","Serial","8 kb","1k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C08","CAV24C08YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C08YE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C08-D.PDF","8-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","8-kb I<sup>2</sup>C CMOS Serial EEPROM Memory - Automotive Grade","Serial","8 kb","1k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C16","CAV24C16WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C16WE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C16-D.PDF","16-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","16-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","Serial","16 kb","2k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C16","CAV24C16YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C16YE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C16-D.PDF","16-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","16-kb I²C CMOS Serial EEPROM Memory - Automotive Grade","Serial","16 kb","2k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C32","CAV24C32WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C32WE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C32-D.PDF","32-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","32-kb I<sup>2</sup>C CMOS Serial EEPROM Memory - Automotive Grade","Serial","32 kb","4k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C32","CAV24C32YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C32YE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C32-D.PDF","32-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","32-kb I<sup>2</sup>C CMOS Serial EEPROM Memory - Automotive Grade","Serial","32 kb","4k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C64","CAV24C64WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C64WE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C64-D.PDF","64-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","64-kb I<sup>2</sup>C CMOS Serial EEPROM - Automotive Grade","Serial","64 kb","8k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV24C64","CAV24C64YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV24C64YE-GT3","http://www.onsemi.com/pub/Collateral/CAV24C64-D.PDF","64-kb I","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","64-kb I<sup>2</sup>C CMOS Serial EEPROM - Automotive Grade","Serial","64 kb","8k x 8","I2C","400","900","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25010","CAV25010VE-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25010VE-G","http://www.onsemi.com/pub/Collateral/CAV25010-D.PDF","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 kb","128 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25010","CAV25010VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25010VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25010-D.PDF","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 kb","128 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25010","CAV25010YE-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25010YE-G","http://www.onsemi.com/pub/Collateral/CAV25010-D.PDF","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 kb","128 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25010","CAV25010YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25010YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25010-D.PDF","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 kb","128 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25040","CAV25040VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25040VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25040.PDF","4-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","4-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","4 kb","512 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25040","CAV25040YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25040YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25040.PDF","4-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","4-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","4 kb","512 x 8","SPI","10000","35","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25128","CAV25128VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25128VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25128-D.PDF","128-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","128-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","128 kb","16k x 8","SPI","10000","40","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25128","CAV25128YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25128YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25128-D.PDF","128-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","128-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","128 kb","16k x 8","SPI","10000","40","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25256","CAV25256VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25256VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25256-D.PDF","256-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","256-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","256 kb","32k x 8","SPI","10000","40","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25256","CAV25256YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25256YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25256-D.PDF","256-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","256-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","256 kb","32k x 8","SPI","10000","40","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25512","CAV25512VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25512VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25512-D.PDF","512-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","512-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","512 kb","64k x 8","SPI","10000","40","2.5","5.5","5","3","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25512","CAV25512YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25512YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25512-D.PDF","512-Kb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","512-Kb SPI Serial CMOS EEPROM - Automotive Grade","Serial","512 kb","64k x 8","SPI","10000","40","2.5","5.5","5","3","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25M01","CAV25M01VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25M01VE-GT3","http://www.onsemi.com/pub/Collateral/CAV25M01-D.PDF","1 Mb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1 Mb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 Mb","128k x 8","SPI","10000","40","2.5","5.5","5","3","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV25M01","CAV25M01YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV25M01YE-GT3","http://www.onsemi.com/pub/Collateral/CAV25M01-D.PDF","1 Mb SPI Serial CMOS EEPROM - Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","1 Mb SPI Serial CMOS EEPROM - Automotive Grade","Serial","1 Mb","128k x 8","SPI","10000","40","2.5","5.5","5","3","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV93C56","CAV93C56VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV93C56VE-GT3","http://www.onsemi.com/pub/Collateral/CAV93C56-D.PDF","Microwire Serial EEPROM Memory, 2 Kb  Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microwire Serial EEPROM Memory, 2 Kb  Automotive Grade","Serial","2 Kb","128 x 16","MicroWire","2000","250","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV93C56","CAV93C56YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV93C56YE-GT3","http://www.onsemi.com/pub/Collateral/CAV93C56-D.PDF","Microwire Serial EEPROM Memory, 2 Kb  Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microwire Serial EEPROM Memory, 2 Kb  Automotive Grade","Serial","2 Kb","128 x 16","MicroWire","2000","250","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV93C76","CAV93C76VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV93C76VE-GT3","http://www.onsemi.com/pub/Collateral/CAV93C76-D.PDF","Microwire Serial EEPROM Memory, 8 Kb Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microwire Serial EEPROM Memory, 8 Kb Automotive Grade","Serial","8 kb","1k x 8","MicroWire","2000","250","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAV93C76","CAV93C76YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAV93C76YE-GT3","http://www.onsemi.com/pub/Collateral/CAV93C76-D.PDF","Microwire Serial EEPROM Memory, 8 Kb Automotive Grade","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microwire Serial EEPROM Memory, 8 Kb Automotive Grade","Serial","8 kb","1k x 8","MicroWire","2000","250","2.5","5.5","5","2","-40","125","SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","EA2M","EA2M-SUD8A1G","http://www.onsemi.cn/PowerSolutions/product.do?id=EA2M-SUD8A1G","http://www.onsemi.com/pub/Collateral/EA2M-D.PDF","Serial CMOS EEPROM Memory, Low-Power 2Mb SPI, Die in Tape & Reel","Pb-free
Halide free
AEC Qualified","Active","Serial CMOS EEPROM Memory, Low-Power 2Mb SPI","Serial","2 Mb","256 x 8
256k x 8","SPI","5000",,"1.6","3.6","3","1","0","70","Bare Die
WLCSP-8"
"on","存储器---EEPROM存储器","EA2M","EA2M-SWC8A1G","http://www.onsemi.cn/PowerSolutions/product.do?id=EA2M-SWC8A1G","http://www.onsemi.com/pub/Collateral/EA2M-D.PDF","Serial CMOS EEPROM Memory, Low-Power 2Mb SPI, WLCSP-8 with Die Coat","Pb-free
Halide free
AEC Qualified","Active","Serial CMOS EEPROM Memory, Low-Power 2Mb SPI","Serial","2 Mb","256 x 8
256k x 8","SPI","5000",,"1.6","3.6","3","1","0","70","Bare Die
WLCSP-8"
"on","存储器---EEPROM存储器","LE24163LBXA","LE24163LBXA-SH","http://www.onsemi.cn/PowerSolutions/product.do?id=LE24163LBXA-SH","http://www.onsemi.com/pub/Collateral/ENA2324-D.PDF","Two Wire Serial Interface EEPROM 16 kbits (2k X 8 bits)","Pb-free
Halide free","Active","Two Wire Serial Interface EEPROM 16 kbits (2k X 8 bits)","Serial","16 kb","2k x 8","I2C","400","900","1.7","3.6","2","0.5","-40","85","WLCSP-5"
"on","存储器---EEPROM存储器","LE24512AQF","LE24512AQF-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LE24512AQF-AH","http://www.onsemi.com/pub/Collateral/ENA2087-D.PDF","Two Wire Serial Interface EEPROM (512K)","Pb-free
Halide free","Active","Two Wire Serial Interface EEPROM (512K)","Serial","512 kb","64k x 8","I2C","400","900","1.7","3.6","2","0.5","-40","85","WDFN-8 / VSON-8K"
"on","存储器---EEPROM存储器","LE24CBK23MC","LE24CBK23MC-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LE24CBK23MC-AH","http://www.onsemi.com/pub/Collateral/ENA2069-D.PDF","Two Wire Serial Interface Dual port EEPROM  (2K+2K EEPROM)","Pb-free
Halide free","Active","Two Wire Serial Interface Dual port EEPROM  (2K+2K EEPROM)","Serial","4 kb","512 x 8","I2C","400","900","2.5","5.5","5","1.6","-40","85","SOIC-8 / SOP-8J"
"on","存储器---EEPROM存储器","LE25CB643TT-BH","LE25CB643TT-BH","http://www.onsemi.cn/PowerSolutions/product.do?id=LE25CB643TT-BH","http://www.onsemi.com/pub/Collateral/ENA2255-D.PDF","64 kb SPI CMOS Serial EEPROM","Pb-free
Halide free","Active","64 kb SPI CMOS Serial EEPROM","Serial","64 kb","8k x 8","SPI","5000","80","2.7","5.5","3","1","-40","85","Micro8™"
