"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Density","Organization","Data Transmission Standard","fcycle Max (kHz)","tACC Max ns","VCC Min (V)","VCC Max (V)","Istandby Max (microA)","Iact Max (mA)","T Min (&#0176;C)","T Max (&#0176;C)","Package Type"
"on","存储器---EEPROM存储器","CAT14016","CAT140169MWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT140169MWI-GT3","http://www.onsemi.com/pub/Collateral/CAT14016-D.PDF","Supervisor with 16 k I","Pb-free
Halide free","Active","Supervisor with 16 k I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","2.5","5.5","22","1","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT14016","CAT140169SWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT140169SWI-GT3","http://www.onsemi.com/pub/Collateral/CAT14016-D.PDF","Supervisor with 16 k I","Pb-free
Halide free","Active","Supervisor with 16 k I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","2.5","5.5","22","1","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT14016","CAT140169TWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT140169TWI-GT3","http://www.onsemi.com/pub/Collateral/CAT14016-D.PDF","Supervisor with 16 k I","Pb-free
Halide free","Active","Supervisor with 16 k I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","2.5","5.5","22","1","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT15004","CAT150049SWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT150049SWI-GT3","http://www.onsemi.com/pub/Collateral/CAT15004-D.PDF","Supervisor with 4 k SPI Serial EEPROM Memory","Pb-free
Halide free","Active","Supervisor with 4 k SPI Serial EEPROM Memory","Serial","4 kb","512 x 8","SPI","10000","-","2.5","5.5","25","2","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT15004","CAT150049TWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT150049TWI-GT3","http://www.onsemi.com/pub/Collateral/CAT15004-D.PDF","Supervisor with 4 k SPI Serial EEPROM Memory","Pb-free
Halide free","Active","Supervisor with 4 k SPI Serial EEPROM Memory","Serial","4 kb","512 x 8","SPI","10000","-","2.5","5.5","25","2","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT15016","CAT150161MWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT150161MWI-GT3","http://www.onsemi.com/pub/Collateral/CAT15016-D.PDF","Supervisor with 16 k SPI Serial EEPROM Memory","Pb-free
Halide free","Active","Supervisor with 16 k SPI Serial EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","-","2.5","5.5","25","2","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT15016","CAT150169MWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT150169MWI-GT3","http://www.onsemi.com/pub/Collateral/CAT15016-D.PDF","Supervisor with 16 k SPI Serial EEPROM Memory","Pb-free
Halide free","Active","Supervisor with 16 k SPI Serial EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","-","2.5","5.5","25","2","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641LI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641LI-28-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641LI-30-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641LI-30-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641LI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641LI-42-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641LI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641LI-45-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641WI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641WI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641WI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641WI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641WI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641WI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641WI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641WI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641WI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641WI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-30-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-30-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-42-G","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1641","CAT1641YI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1641YI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1641-D.PDF","CPU Supervisor with 64 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 64 k Serial EEPROM Memory","Serial","64 kb","8k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT24AA02","CAT24AA02TDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24AA02TDI-GT3","http://www.onsemi.com/pub/Collateral/CAT24AA01-D.PDF","2-kb I","Pb-free
Halide free","Active","2-kb I<sup>2</sup>C Serial EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","-","1.7","5.5","1","1","-40","85","TSOT-23-5"
"on","存储器---EEPROM存储器","CAT24AA08","CAT24AA08TDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24AA08TDI-GT3","http://www.onsemi.com/pub/Collateral/CAT24AA04-D.PDF","8-kb I","Pb-free
Halide free","Active","8-kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","1000","-","1.7","5.5","1","1","-40","85","TSOT-23-5"
"on","存储器---EEPROM存储器","CAT24C02","CAT24C02TDI-GT3A","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C02TDI-GT3A","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","2-Kb I","Pb-free
Halide free","Active","2-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","1.7","5.5","3","1","-40","85","TSOT-23-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04C4ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04C4ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04C5ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04C5ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04TDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04TDI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04WI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04WI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04YI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04YI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C04","CAT24C04YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C04YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","4-Kb I","Pb-free
Halide free","Active","4-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400
1000","-","1.7","5.5","1","1","-40","85","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08C4ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08C4ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08C4CTR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08C4CTR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08C5ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08C5ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08HU4E-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08HU4E-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08TDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08TDI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08WI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08WI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08YE-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08YI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08YI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C08","CAT24C08YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C08YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","8-Kb I","Pb-free
Halide free","Active","8-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","900","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16C4ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16C4ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16C5ATR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16C5ATR","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16TDE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16TDE-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16TDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16TDI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16WE-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16WI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16WI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16YI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16YI-G","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C16","CAT24C16YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C16YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C01-D.PDF","16-Kb I","Pb-free
Halide free","Active","16-Kb I<sup>2</sup>C Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","-","1.7
1.8","5.5","1
2","1","-40","85
125","SOIC-8
TSOT-23-5
TSSOP-8
UDFN-8
WLCSP-4
WLCSP-5"
"on","存储器---EEPROM存储器","CAT24C208","CAT24C208WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C208WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C208-D.PDF","8-kb Dual Port Serial EEPROM Memory","Pb-free
Halide free","Active","8-kb Dual Port Serial EEPROM Memory","Serial","8 kb","1k x 8","I2C","400","-","2.5","5.5","50","1","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT24C256","CAT24C256HU4IGT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C256HU4IGT3","http://www.onsemi.com/pub/Collateral/CAT24C256-D.PDF","256-kb I","Pb-free
Halide free","Active","256-kb I<sup>2</sup>C Serial CMOS EEPROM Memory","Serial","256 kb","32k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","1
2","1
3","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C256","CAT24C256WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C256WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C256-D.PDF","256-kb I","Pb-free
Halide free","Active","256-kb I<sup>2</sup>C Serial CMOS EEPROM Memory","Serial","256 kb","32k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","1
2","1
3","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
