"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","Output","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---缓冲器","NL17SZ04","NLV17SZ04DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ04DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ04-D.PDF","Single Inverter, Automotive Device","Pb-free
Halide free
PPAP Capable","Active","Single Inverter",,,,,,,"SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---缓冲器","NL17SZ06","NL17SZ06DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ06DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ06-D.PDF","Single Inverter, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Open Drain","1","Open Drain","1.65","5.5","3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553"
"on","标准逻辑---缓冲器","NL17SZ06","NL17SZ06XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ06XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ06-D.PDF","Single Inverter, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Open Drain","1","Open Drain","1.65","5.5","3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553"
"on","标准逻辑---缓冲器","NL17SZ06","NLV17SZ06DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ06DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ06-D.PDF","Single Inverter, Open Drain, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Inverter, Open Drain","1","Open Drain","1.65","5.5","3","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553"
"on","标准逻辑---缓冲器","NL17SZ125","NL17SZ125CMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ125CMUTCG","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NL17SZ125DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ125DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NL17SZ125DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ125DTT1G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NL17SZ125P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ125P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NL17SZ125XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ125XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NLV17SZ125DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ125DFT1G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ125","NLV17SZ125DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV17SZ125DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ125-D.PDF","Single Non-Inverting Buffer, 3-State, Automotive Device","PPAP Capable
Pb-free
Halide free
AEC Qualified","Active","Single Non-Inverting Buffer, 3-State","1","CMOS","1.65","5.5","2.6","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953
TSOP-5 / SOT-23-5
UDFN-6"
"on","标准逻辑---缓冲器","NL17SZ16","NL17SZ16DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ16DFT2G","http://www.onsemi.com/pub/Collateral/NL17SZ16-D.PDF","Single Buffer","Pb-free
Halide free","Active","Single Buffer","1","CMOS","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---缓冲器","NL17SZ16","NL17SZ16XV5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ16XV5T2G","http://www.onsemi.com/pub/Collateral/NL17SZ16-D.PDF","Single Buffer","Pb-free
Halide free","Active","Single Buffer","1","CMOS","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---缓冲器","NL17SZ16","NL17SZ34P5T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL17SZ34P5T5G","http://www.onsemi.com/pub/Collateral/NL17SZ16-D.PDF","Single Buffer","Pb-free
Halide free","Active","Single Buffer","1","CMOS","1.65","5.5","4.5","24","SC-88A-5 / SC-70-5 / SOT-323-5
SOT-553
SOT-953"
"on","标准逻辑---缓冲器","NL27WZ06","NL27WZ06DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ06DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ06-D.PDF","Dual Inverter, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter, Open Drain","2","CMOS","1.65","5.5","3","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL27WZ06","NL27WZ06DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ06DTT1G","http://www.onsemi.com/pub/Collateral/NL27WZ06-D.PDF","Dual Inverter, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter, Open Drain","2","CMOS","1.65","5.5","3","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL27WZ06","NLV27WZ06DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ06DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ06-D.PDF","Dual Inverter, Open Drain, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Inverter, Open Drain","2","CMOS","1.65","5.5","3","32","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL27WZ125","NL27WZ125USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ125USG","http://www.onsemi.com/pub/Collateral/NL27WZ125-D.PDF","Dual Buffer, 3-State Low Enable","Pb-free
Halide free","Active","Dual Buffer, 3-State Low Enable","2","3-State","1.65","5.5","5.7","32","US8"
"on","标准逻辑---缓冲器","NL27WZ16","NL27WZ16DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ16DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ16-D.PDF","Dual Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Buffer","2","CMOS","1.65","5.5","2","24","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL27WZ16","NL27WZ16DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL27WZ16DTT1G","http://www.onsemi.com/pub/Collateral/NL27WZ16-D.PDF","Dual Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Buffer","2","CMOS","1.65","5.5","2","24","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL27WZ16","NLV27WZ16DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV27WZ16DFT2G","http://www.onsemi.com/pub/Collateral/NL27WZ16-D.PDF","Dual Buffer, Automotive Device","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Dual Buffer","2","CMOS","1.65","5.5","2","24","SC-88-6 / SC-70-6 / SOT-363-6
TSOP-6"
"on","标准逻辑---缓冲器","NL37WZ06","NL37WZ06USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL37WZ06USG","http://www.onsemi.com/pub/Collateral/NL37WZ06-D.PDF","Triple Inverter, Open Drain","Pb-free
Halide free","Active","Triple Inverter, Open Drain","3","CMOS","1.65","5.5","3","32","US8"
"on","标准逻辑---缓冲器","NL37WZ16","NL37WZ16USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NL37WZ16USG","http://www.onsemi.com/pub/Collateral/NL37WZ16-D.PDF","Triple Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Triple Buffer","3","CMOS","1.65","5.5","2","24","US8"
"on","标准逻辑---缓冲器","NL37WZ16","NLV37WZ16USG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV37WZ16USG","http://www.onsemi.com/pub/Collateral/NL37WZ16-D.PDF","Triple Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Triple Buffer","3","CMOS","1.65","5.5","2","24","US8"
"on","标准逻辑---缓冲器","NLSF3T125","NLSF3T125MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLSF3T125MNR2G","http://www.onsemi.com/pub/Collateral/NLSF3T125-D.PDF","Quad Bus Buffer with 3-state Control Inputs","Pb-free
Halide free","Active","Quad Bus Buffer with 3-state Control Inputs","4","3-State","2","5.5","5.5","25","QFN-16"
"on","标准逻辑---缓冲器","NLU1G07","NLU1G07MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1G07MUTCG","http://www.onsemi.com/pub/Collateral/NLU1G07-D.PDF","Single Non-Inverting Buffer with Open Drain Output","Pb-free
Halide free","Active","Single Non-Inverting Buffer with Open Drain Output","1","Open Drain","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---缓冲器","NLU1GT125","NLU1GT125MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT125MUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT125-D.PDF","Single Non-Inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer, 3-State","1","3-State","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---缓冲器","NLU1GT125","NLVU1GT125AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVU1GT125AMUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT125-D.PDF","Single Non-Inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single Non-Inverting Buffer, 3-State","1","3-State","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---缓冲器","NLU1GT50","NLU1GT50AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT50AMUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT50-D.PDF","Single Non-Inverting Buffer with TTL-Compatible Inputs","Pb-free
Halide free","Active","Single Non-Inverting Buffer with TTL-Compatible Inputs","1","CMOS","1.65","5.5","6.7","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU1GT50","NLU1GT50AMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT50AMX1TCG","http://www.onsemi.com/pub/Collateral/NLU1GT50-D.PDF","Single Non-Inverting Buffer with TTL-Compatible Inputs","Pb-free
Halide free","Active","Single Non-Inverting Buffer with TTL-Compatible Inputs","1","CMOS","1.65","5.5","6.7","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU1GT50","NLU1GT50CMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT50CMX1TCG","http://www.onsemi.com/pub/Collateral/NLU1GT50-D.PDF","Single Non-Inverting Buffer with TTL-Compatible Inputs","Pb-free
Halide free","Active","Single Non-Inverting Buffer with TTL-Compatible Inputs","1","CMOS","1.65","5.5","6.7","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU1GT50","NLU1GT50MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU1GT50MUTCG","http://www.onsemi.com/pub/Collateral/NLU1GT50-D.PDF","Single Non-Inverting Buffer with TTL-Compatible Inputs","Pb-free
Halide free","Active","Single Non-Inverting Buffer with TTL-Compatible Inputs","1","CMOS","1.65","5.5","6.7","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU2G07","NLU2G07MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G07MUTCG","http://www.onsemi.com/pub/Collateral/NLU2G07-D.PDF","Dual Non-Inverting Buffer with Open Drain Output","Pb-free
Halide free","Active","Dual Non-Inverting Buffer with Open Drain Output","2","CMOS","1.65","5.5","5.5","8","UDFN-6"
"on","标准逻辑---缓冲器","NLU2G17","NLU2G17AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G17AMUTCG","http://www.onsemi.com/pub/Collateral/NLU2G17-D.PDF","Dual Buffer with Schmitt Trigger Output","Pb-free
Halide free","Active","Dual Buffer with Schmitt Trigger Output","2","CMOS","1.65","5.5","8.6","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU2G17","NLU2G17AMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G17AMX1TCG","http://www.onsemi.com/pub/Collateral/NLU2G17-D.PDF","Dual Buffer with Schmitt Trigger Output","Pb-free
Halide free","Active","Dual Buffer with Schmitt Trigger Output","2","CMOS","1.65","5.5","8.6","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU2G17","NLU2G17MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU2G17MUTCG","http://www.onsemi.com/pub/Collateral/NLU2G17-D.PDF","Dual Buffer with Schmitt Trigger Output","Pb-free
Halide free","Active","Dual Buffer with Schmitt Trigger Output","2","CMOS","1.65","5.5","8.6","8","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLU3G16","NLU3G16AMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G16AMX1TCG","http://www.onsemi.com/pub/Collateral/NLU3G16-D.PDF","Triple Non-Inverting Buffer","Pb-free
Halide free
PPAP Capable","Active","Triple Non-Inverting Buffer","3","CMOS","1.65","5.5","5.5","8","UDFN-8
ULLGA-8"
"on","标准逻辑---缓冲器","NLU3G16","NLU3G16DMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G16DMUTCG","http://www.onsemi.com/pub/Collateral/NLU3G16-D.PDF","Triple Non-Inverting Buffer","Pb-free
Halide free
PPAP Capable","Active","Triple Non-Inverting Buffer","3","CMOS","1.65","5.5","5.5","8","UDFN-8
ULLGA-8"
"on","标准逻辑---缓冲器","NLU3G16","NLU3G16EMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G16EMUTCG","http://www.onsemi.com/pub/Collateral/NLU3G16-D.PDF","Triple Non-Inverting Buffer","Pb-free
Halide free
PPAP Capable","Active","Triple Non-Inverting Buffer","3","CMOS","1.65","5.5","5.5","8","UDFN-8
ULLGA-8"
"on","标准逻辑---缓冲器","NLU3G16","NLU3G16FMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G16FMUTCG","http://www.onsemi.com/pub/Collateral/NLU3G16-D.PDF","Triple Non-Inverting Buffer","Pb-free
Halide free
PPAP Capable","Active","Triple Non-Inverting Buffer","3","CMOS","1.65","5.5","5.5","8","UDFN-8
ULLGA-8"
"on","标准逻辑---缓冲器","NLU3G16","NLU3G16MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLU3G16MUTAG","http://www.onsemi.com/pub/Collateral/NLU3G16-D.PDF","Triple Non-Inverting Buffer","Pb-free
Halide free
PPAP Capable","Active","Triple Non-Inverting Buffer","3","CMOS","1.65","5.5","5.5","8","UDFN-8
ULLGA-8"
"on","标准逻辑---缓冲器","NLX1G125","NLX1G125FCT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX1G125FCT1G","http://www.onsemi.com/pub/Collateral/NLX1G125-D.PDF","Non-Inverting Buffer, 3-State, 1-bit buffer","Pb-free
Halide free","Active","Non-Inverting Buffer, 3-State","1","3-State","1.65","5.5","2.7","32","Flip-Chip-5"
"on","标准逻辑---缓冲器","NLX2G07","NLX2G07AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G07AMUTCG","http://www.onsemi.com/pub/Collateral/NLX2G07-D.PDF","Dual Buffer with Open Drain Output","Pb-free
Halide free","Active","Dual Buffer with Open Drain Output","2","Open Drain","1.65","5.5","3.5","32","UDFN-6"
"on","标准逻辑---缓冲器","NLX2G07","NLX2G07MUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G07MUTCG","http://www.onsemi.com/pub/Collateral/NLX2G07-D.PDF","Dual Buffer with Open Drain Output","Pb-free
Halide free","Active","Dual Buffer with Open Drain Output","2","Open Drain","1.65","5.5","3.5","32","UDFN-6"
"on","标准逻辑---缓冲器","NLX2G17","NLX2G17AMUTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G17AMUTCG","http://www.onsemi.com/pub/Collateral/NLX2G17-D.PDF","Dual Buffer with Schmitt Trigger Output","Pb-free
Halide free","Active","Dual Buffer with Schmitt Trigger Output","2","CMOS","1.65","5.5","3.1","24","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","NLX2G17","NLX2G17AMX1TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLX2G17AMX1TCG","http://www.onsemi.com/pub/Collateral/NLX2G17-D.PDF","Dual Buffer with Schmitt Trigger Output","Pb-free
Halide free","Active","Dual Buffer with Schmitt Trigger Output","2","CMOS","1.65","5.5","3.1","24","UDFN-6
ULLGA-6"
"on","标准逻辑---缓冲器","PCA9511A","PCA9511ADMR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=PCA9511ADMR2G","http://www.onsemi.com/pub/Collateral/PCA9511A-D.PDF","Hot Swappable I2C-Bus and SMBus Bus Buffer, Hot Swappable I2C-Bus and SMBus Bus Buffer","Pb-free
Halide free","Active","Hot Swappable I2C-Bus and SMBus Bus Buffer","1","Open Drain","2.7","5.5","70","50","Micro8™"
