"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---锁存器和寄存器","MC14076B","MC14076BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14076BDG","http://www.onsemi.com/pub/Collateral/MC14076B-D.PDF","4-Bit D Register with Three-State Outputs","Pb-free
Halide free","Active","4-Bit D Register with Three-State Outputs","Register","4","3","18","250","2.25","SOIC-16"
"on","标准逻辑---锁存器和寄存器","MC14076B","MC14076BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14076BDR2G","http://www.onsemi.com/pub/Collateral/MC14076B-D.PDF","4-Bit D Register with Three-State Outputs","Pb-free
Halide free","Active","4-Bit D Register with Three-State Outputs","Register","4","3","18","250","2.25","SOIC-16"
"on","标准逻辑---锁存器和寄存器","MC14076B","NLV14076BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14076BDR2G","http://www.onsemi.com/pub/Collateral/MC14076B-D.PDF","4-Bit D Register with Three-State Outputs","Pb-free
Halide free","Active","4-Bit D Register with Three-State Outputs","Register","4","3","18","250","2.25","SOIC-16"
"on","标准逻辑---锁存器和寄存器","MC14099B","MC14099BDWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14099BDWG","http://www.onsemi.com/pub/Collateral/MC14099B-D.PDF","8-Bit Addressable Latch","Pb-free
Halide free","Active","8-Bit Addressable Latch","Latch","1","3","18","150","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC14099B","MC14099BDWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14099BDWR2G","http://www.onsemi.com/pub/Collateral/MC14099B-D.PDF","8-Bit Addressable Latch","Pb-free
Halide free","Active","8-Bit Addressable Latch","Latch","1","3","18","150","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC14517B","MC14517BDWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14517BDWG","http://www.onsemi.com/pub/Collateral/MC14517B-D.PDF","Dual 64-Bit Static Shift Register","Pb-free
Halide free","Active","Dual 64-Bit Static Shift Register","Shift Register","2","3","18","300","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC14517B","MC14517BDWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14517BDWR2G","http://www.onsemi.com/pub/Collateral/MC14517B-D.PDF","Dual 64-Bit Static Shift Register","Pb-free
Halide free","Active","Dual 64-Bit Static Shift Register","Shift Register","2","3","18","300","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC14549B","MC14549BDWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14549BDWR2G","http://www.onsemi.com/pub/Collateral/MC14549B-D.PDF","Successive Approximation Register","Pb-free
Halide free","Active","Successive Approximation Register","Shift Register","1","3","18","420","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC14559B","MC14559BDWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14559BDWR2G","http://www.onsemi.com/pub/Collateral/MC14549B-D.PDF","Successive Approximation Register","Pb-free
Halide free","Active","Successive Approximation Register","Shift Register","1","3","18","420","2.25","SOIC-16W"
"on","标准逻辑---锁存器和寄存器","MC74AC373","MC74AC373DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC373DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC373-D.PDF","Octal Transparent Latch with 3-State Outputs","Pb-free
Halide free","Active","Octal Transparent Latch with 3-State Outputs","Latch","8","2","6","9.5","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---锁存器和寄存器","MC74AC373","MC74AC373DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC373DWG","http://www.onsemi.com/pub/Collateral/MC74AC373-D.PDF","Octal Transparent Latch with 3-State Outputs","Pb-free
Halide free","Active","Octal Transparent Latch with 3-State Outputs","Latch","8","2","6","9.5","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---锁存器和寄存器","MC74AC373","MC74AC373DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC373DWR2G","http://www.onsemi.com/pub/Collateral/MC74AC373-D.PDF","Octal Transparent Latch with 3-State Outputs","Pb-free
Halide free","Active","Octal Transparent Latch with 3-State Outputs","Latch","8","2","6","9.5","24","SOIC-20W
TSSOP-20"
