"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Configuration","VRRM Min (V)","VF Max (V)","IRM Max (uA)","IO(rec) Max (A)","IFSM Max (A)","trr Max (ns)","Cj Max (pF)","Package Type"
"on","二极管和整流器---肖特基二极管及整流器","MMSD301","MMSD301T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMSD301T1G","http://www.onsemi.com/pub/Collateral/MMSD301T1-D.PDF","Schottky Diode UHF 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Diode UHF 30 V","Single","30","0.45","0.2","0.2","-","-","1.5","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MMSD301","SMMSD301T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMSD301T1G","http://www.onsemi.com/pub/Collateral/MMSD301T1-D.PDF","Schottky Diode UHF 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Diode UHF 30 V","Single","30","0.45","0.2","0.2","-","-","1.5","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","NRVBB1060","NRVBB1060T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB1060T4G","http://www.onsemi.com/pub/Collateral/NRVBB1060-D.PDF","60 V, 10 A Schottky Rectifier","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","60 V, 10 A Schottky Rectifier","Single","60","0.8","100","10","150",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","NRVBB1060","NRVBB1060W1T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBB1060W1T4G","http://www.onsemi.com/pub/Collateral/NRVBB1060-D.PDF","60 V, 10 A Schottky Rectifier","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","60 V, 10 A Schottky Rectifier","Single","60","0.8","100","10","150",,,"D<sup>2</sup>PAK-3"
"on","二极管和整流器---肖特基二极管及整流器","NRVTSA4100E","NRVTSA4100ET3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTSA4100ET3G","http://www.onsemi.com/pub/Collateral/NRVTSA4100E-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 100V, 4A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 100V, 4A",,"100","0.68","9",,,,,"SMA-2"
"on","二极管和整流器---肖特基二极管及整流器","NRVTSM245E","NRVTSM245ET1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTSM245ET1G","http://www.onsemi.com/pub/Collateral/NRVTSM245E-D.PDF","Trench Schottky Rectifier, Very Low Leakage 45V, 2A in Powermite package","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage 45V, 2A in Powermite package",,"45","0.65","75",,"50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","NRVTSM245E","NRVTSM245ET3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTSM245ET3G","http://www.onsemi.com/pub/Collateral/NRVTSM245E-D.PDF","Trench Schottky Rectifier, Very Low Leakage 45V, 2A in Powermite package","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage 45V, 2A in Powermite package",,"45","0.65","75",,"50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","NRVTSS5100E","NRVTSS5100ET3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTSS5100ET3G","http://www.onsemi.com/pub/Collateral/NRVTSS5100E-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 100V, 5A,","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 100V, 5A,",,"100","0.69","9",,,,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0130P2","NSR0130P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0130P2T5G","http://www.onsemi.com/pub/Collateral/NSR0130P2-D.PDF","Schottky Barrier Diode, 30 V, 100 mA, Low I","AEC Qualified
Pb-free
Halide free","Active","Schottky Barrier Diode, 30 V, 100 mA, Low I<sub>R</sub>","Single","30","0.385","0.35","0.1","1","-","10","SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0170HT","NSR0170HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0170HT1G","http://www.onsemi.com/pub/Collateral/NSR0170H-D.PDF","Schottky Barrier Diode, 100 mA, 70 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 100 mA, 70 V","Single","70","0.64","3","0.07","0.1","-","-","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR0170HT","NSVR0170HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0170HT1G","http://www.onsemi.com/pub/Collateral/NSR0170H-D.PDF","Schottky Barrier Diode, 100 mA, 70 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 100 mA, 70 V","Single","70","0.64","3","0.07","0.1","-","-","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR01F30MX","NSR01F30MXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR01F30MXT5G","http://www.onsemi.com/pub/Collateral/NSR01F30MX-D.PDF","30 V, 100 mA Low V","Pb-free
Halide free","Active","30 V, 100 mA Low V<sub>F</sub> Schottky Diode","Single","30","0.35","5","0.1","2","-","0.9","X3DFN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR01L30MX","NSR01L30MXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR01L30MXT5G","http://www.onsemi.com/pub/Collateral/NSR01L30MX-D.PDF","30 V, 100 mA Low I","Pb-free
Halide free","Active","30 V, 100 mA Low I<sub>R</sub> Schottky Diode","Single","30","0.35","0.2","0.1","2","-","0.8","X3DFN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0230","NSR0230M2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0230M2T5G","http://www.onsemi.com/pub/Collateral/NSR0230-D.PDF","Schottky Barrier Diode, 30 V, 200 mA, Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 30 V, 200 mA, Low V<sub>F</sub>","Single","30","0.325","10","0.2","1","-","-","SOD-723-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0230","NSVR0230M2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0230M2T5G","http://www.onsemi.com/pub/Collateral/NSR0230-D.PDF","Schottky Barrier Diode, 30 V, 200 mA, Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 30 V, 200 mA, Low V<sub>F</sub>","Single","30","0.325","10","0.2","1","-","-","SOD-723-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0240HT1G","NSR0240HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0240HT1G","http://www.onsemi.com/pub/Collateral/NSR0240H-D.PDF","40 V, 0.25 A Low IR Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V, 0.25 A Low IR Schottky Diode","Single","40","0.71","0.55","0.25","1","3","4","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR0240HT1G","NSVR0240HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0240HT1G","http://www.onsemi.com/pub/Collateral/NSR0240H-D.PDF","40 V, 0.25 A Low IR Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V, 0.25 A Low IR Schottky Diode","Single","40","0.71","0.55","0.25","1","3","4","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR0240P2","NSR0240P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0240P2T5G","http://www.onsemi.com/pub/Collateral/NSR0240P2-D.PDF","Schottky Barrier Diode, 200 mA, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 200 mA, 40 V","Single","40","0.5","5","0.2","2","-","7","SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0240P2","NSVR0240P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0240P2T5G","http://www.onsemi.com/pub/Collateral/NSR0240P2-D.PDF","Schottky Barrier Diode, 200 mA, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 200 mA, 40 V","Single","40","0.5","5","0.2","2","-","7","SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR02F30MX","NSR02F30MXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR02F30MXT5G","http://www.onsemi.com/pub/Collateral/NSR02F30MX-D.PDF","200 mA, 30 V, x3DFN 0201 Schottky Barrier Diode","Pb-free
Halide free","ActiveNEW","200 mA, 30 V, x3DFN 0201 Schottky Barrier Diode","Single","30","0.6","50","0.2","2","3","8","X3DFN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR02L30NXT5G","NSR02L30NXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR02L30NXT5G","http://www.onsemi.com/pub/Collateral/NSR02L30-D.PDF","Schottky Barrier Diode, 200 mA, 30 V, DSN2 (0201) Schottky Barrier Diode","Pb-free
Halide free","Active","Schottky Barrier Diode, 200 mA, 30 V","Single","30","0.4","0.2","0.2","4","-","7","DSN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0320XV6","NSR0320XV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0320XV6T1G","http://www.onsemi.com/pub/Collateral/NSR0320XV6T1-D.PDF","23 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","23 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","23","0.27","50","1","7.5","-","35","SOT-563"
"on","二极管和整流器---肖特基二极管及整流器","NSR0320XV6","NSR0320XV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0320XV6T5G","http://www.onsemi.com/pub/Collateral/NSR0320XV6T1-D.PDF","23 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","23 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","23","0.27","50","1","7.5","-","35","SOT-563"
"on","二极管和整流器---肖特基二极管及整流器","NSR0320XV6","NSVR0320XV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0320XV6T1G","http://www.onsemi.com/pub/Collateral/NSR0320XV6T1-D.PDF","23 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","23 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","23","0.27","50","1","7.5","-","35","SOT-563"
"on","二极管和整流器---肖特基二极管及整流器","NSR0340P2","NSR0340P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0340P2T5G","http://www.onsemi.com/pub/Collateral/NSR0340P2-D.PDF","Schottky Barrier Diode, 200 mA, 40 V","AEC Qualified
Pb-free
Halide free","Active","Schottky Barrier Diode, 200 mA, 40 V","Single","40","0.56","5","0.2","1","3","4","SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0520V2T1G","NSR0520V2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0520V2T1G","http://www.onsemi.com/pub/Collateral/NSR0520V2T1-D.PDF","Schottky Barrier Diode, 500 mA, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 500 mA, 20 V","Single","20","0.48","30","0.5","2","12","35","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0520V2T1G","NSR0520V2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0520V2T5G","http://www.onsemi.com/pub/Collateral/NSR0520V2T1-D.PDF","Schottky Barrier Diode, 500 mA, 20 V, 20V SOD-523 SCHOTTKY DIO","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 500 mA, 20 V","Single","20","0.48","30","0.5","2","12","35","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0520V2T1G","NSVR0520V2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR0520V2T1G","http://www.onsemi.com/pub/Collateral/NSR0520V2T1-D.PDF","Schottky Barrier Diode, 500 mA, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode, 500 mA, 20 V","Single","20","0.48","30","0.5","2","12","35","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR0530P2","NSR0530P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR0530P2T5G","http://www.onsemi.com/pub/Collateral/NSR0530P2-D.PDF","Schottky Barrier Diode, 500 mA, 30 V","AEC Qualified
Pb-free
Halide free","Active","Schottky Barrier Diode, 500 mA, 30 V","Single","30","0.46","200","0.5","-","-","10","SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR05F30NX","NSR05F30NXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR05F30NXT5G","http://www.onsemi.com/pub/Collateral/NSR05F30.PDF","30 V Schottky Diode, DSN2 (0402) Schottky Diodes 30 V 0.5 A","Pb-free
Halide free","Active","30 V Schottky Diode","Single","30","0.43","15","0.5","10","-","-","DSN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR05T40P2","NSR05T40P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR05T40P2T5G","http://www.onsemi.com/pub/Collateral/NSR05T40P2-D.PDF","500 mA, 40 V Schottky Barrier Diode, SSD Trench Schottky","Pb-free
Halide free","ActiveNEW","500 mA, 40 V Schottky Barrier Diode","Single","40","0.55","55","0.5","3",,,"SOD-923-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR1020MW2","NSR1020MW2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR1020MW2T1G","http://www.onsemi.com/pub/Collateral/NSR1020MW2T1-D.PDF","20 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","20 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","20","0.44","40","1","5","-","29","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR1020MW2","NSR1020MW2T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR1020MW2T3G","http://www.onsemi.com/pub/Collateral/NSR1020MW2T1-D.PDF","20 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","20 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","20","0.44","40","1","5","-","29","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR1020MW2","NSVR1020MW2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVR1020MW2T1G","http://www.onsemi.com/pub/Collateral/NSR1020MW2T1-D.PDF","20 V, 1.0 A Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","20 V, 1.0 A Low V<sub>F</sub> Schottky Diode","Single","20","0.44","40","1","5","-","29","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","NSR10F30NX","NSR10F30NXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR10F30NXT5G","http://www.onsemi.com/pub/Collateral/NSR10F30-D.PDF","Schottky Barrier Diode, 1.0 A, 30 V, DSN2 0502 Schottky Diode 30 V 1 A","Pb-free
Halide free","Active","Schottky Barrier Diode, 1.0 A, 30 V","Single","30","0.45","20","1","18","-","-","DSN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR20F20NX","NSR20F20NXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR20F20NXT5G","http://www.onsemi.com/pub/Collateral/NSR20F20-D.PDF","Schottky Barrier Diode, 2.0 A, 20 V, DSN2 0603 Schottky Diodes 20 V 2A","Pb-free
Halide free","Active","Schottky Barrier Diode, 2.0 A, 20 V","Single","20","0.47","30","2","28","-","-","DSN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSR20F40NX","NSR20F40NXT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSR20F40NXT5G","http://www.onsemi.com/pub/Collateral/NSR20F40-D.PDF","DSN2 0603 Schottky Diode 40V 2A","Pb-free
Halide free","Active","DSN2 0603 Schottky Diode 40V 2A","Single","40","0.55","150","2","28","-","-","DSN-2"
"on","二极管和整流器---肖特基二极管及整流器","NSRLL30","NSRLL30XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSRLL30XV2T1G","http://www.onsemi.com/pub/Collateral/NSRLL30XV2-D.PDF","30 V, 200 mA Low V","AEC Qualified
Pb-free
Halide free","Active","30 V, 200 mA Low V<sub>F</sub> Schottky Diode","Single","30","0.6","1","0.2","-","-","10","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","NTS10100E","NRVTS10100EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS10100EMFST1G","http://www.onsemi.com/pub/Collateral/NTS10100EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V",,"100
100V","0.72","50","10","200",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10100E","NRVTS10100EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS10100EMFST3G","http://www.onsemi.com/pub/Collateral/NTS10100EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V",,"100
100V","0.72","50","10","200",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10100E","NTS10100EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS10100EMFST1G","http://www.onsemi.com/pub/Collateral/NTS10100EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V",,"100
100V","0.72","50","10","200",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10100E","NTS10100EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS10100EMFST3G","http://www.onsemi.com/pub/Collateral/NTS10100EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 10 A, 100 V",,"100
100V","0.72","50","10","200",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10120MFS","NRVTS10120MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS10120MFST1G","http://www.onsemi.com/pub/Collateral/NTS10120MFS-D.PDF","Trench Schottky Rectifier Low Vf 10A, 120V Part","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf 10A, 120V Part",,"120V","0.825","0.000055","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10120MFS","NRVTS10120MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS10120MFST3G","http://www.onsemi.com/pub/Collateral/NTS10120MFS-D.PDF","Trench Schottky Rectifier Low Vf 10A, 120V Part","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf 10A, 120V Part",,"120V","0.825","0.000055","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10120MFS","NTS10120MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS10120MFST1G","http://www.onsemi.com/pub/Collateral/NTS10120MFS-D.PDF","Trench Schottky Rectifier Low Vf 10A, 120V Part","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf 10A, 120V Part",,"120V","0.825","0.000055","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS10120MFS","NTS10120MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS10120MFST3G","http://www.onsemi.com/pub/Collateral/NTS10120MFS-D.PDF","Trench Schottky Rectifier Low Vf 10A, 120V Part","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf 10A, 120V Part",,"120V","0.825","0.000055","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1045E","NRVTS1045EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1045EMFST1G","http://www.onsemi.com/pub/Collateral/NTS1045EMFS-D.PDF","Trench Schottky Rectifier Very Low Leakage 10A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Very Low Leakage 10A, 45V",,"45","0.6","50","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1045E","NRVTS1045EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1045EMFST3G","http://www.onsemi.com/pub/Collateral/NTS1045EMFS-D.PDF","Trench Schottky Rectifier Very Low Leakage 10A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Very Low Leakage 10A, 45V",,"45","0.6","50","10",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1245E","NRVTS1245EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1245EMFST1G","http://www.onsemi.com/pub/Collateral/NRVTS1245EMFS-D.PDF","Trench Schottky Rectifier Very Low Leakage 12A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Very Low Leakage 12A, 45V",,"45","0.6","50","12",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1245E","NRVTS1245EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1245EMFST3G","http://www.onsemi.com/pub/Collateral/NRVTS1245EMFS-D.PDF","Trench Schottky Rectifier Very Low Leakage 12A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier Very Low Leakage 12A, 45V",,"45","0.6","50","12",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1260E","NRVTS1260EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1260EMFST1G","http://www.onsemi.com/pub/Collateral/NRVTS1260EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 60V, 12A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 60V, 12A",,"60","0.6","50",,"210",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1260E","NRVTS1260EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1260EMFST3G","http://www.onsemi.com/pub/Collateral/NRVTS1260EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 60V, 12A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 60V, 12A",,"60","0.6","50",,"210",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1545E","NRVTS1545EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1545EMFST1G","http://www.onsemi.com/pub/Collateral/NTS1545EMFS-D.PDF","Trench Schottky Rectifier, 15A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, 15A, 45V ",,"45","0.6","50","15",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS1545E","NRVTS1545EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS1545EMFST3G","http://www.onsemi.com/pub/Collateral/NTS1545EMFS-D.PDF","Trench Schottky Rectifier, 15A, 45V","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, 15A, 45V ",,"45","0.6","50","15",,,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS245E","NRVTS245ESFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS245ESFT1G","http://www.onsemi.com/pub/Collateral/NRVTS245ESF-D.PDF","Trench Schottky Rectifier, 45V, 2A Very Low Leakage","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, 45V, 2A Very Low Leakage",,"45","0.65","75",,,,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","NTS245E","NRVTS245ESFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS245ESFT3G","http://www.onsemi.com/pub/Collateral/NRVTS245ESF-D.PDF","Trench Schottky Rectifier, 45V, 2A Very Low Leakage","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, 45V, 2A Very Low Leakage",,"45","0.65","75",,,,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","NTS260SF","NTS260SFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS260SFT1G","http://www.onsemi.com/pub/Collateral/NTS260SF-D.PDF","Trench Schottky Rectifier Low Vf, 2A, 60V","AEC Qualified
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf, 2A, 60V ",,"60","0.65","50","2",,,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","NTS260SF","NTS260SFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS260SFT3G","http://www.onsemi.com/pub/Collateral/NTS260SF-D.PDF","Trench Schottky Rectifier Low Vf, 2A, 60V","AEC Qualified
Pb-free
Halide free","Active","Trench Schottky Rectifier Low Vf, 2A, 60V ",,"60","0.65","50","2",,,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","NTS560E","NRVTS560EMFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS560EMFST1G","http://www.onsemi.com/pub/Collateral/NRVTS560EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 60V, 5A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 60V, 5A",,"60","0.61","30",,"150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS560E","NRVTS560EMFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVTS560EMFST3G","http://www.onsemi.com/pub/Collateral/NRVTS560EMFS-D.PDF","Trench Schottky Rectifier, Very Low Leakage, 60V, 5A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Trench Schottky Rectifier, Very Low Leakage, 60V, 5A",,"60","0.61","30",,"150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","NTS860","NTS860MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTS860MFST1G","http://www.onsemi.com/pub/Collateral/NTS860MFS-D.PDF","Trench Schottky Rectifier, 8A, 60V, Low Forward Voltage","AEC Qualified
Pb-free
Halide free","Active","Trench Schottky Rectifier, 8A, 60V, Low Forward Voltage",,"60","0.62","55",,"150",,,"SO-8FL / DFN-5"
