"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Output","Polarity","VO (V)","IO Typ (A)","VI Max (V)","VDO Typ (V)","Iq Typ (mA)","PSRR (dB)","Noise (microVrms)","Package Type"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DMX033TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DMX033TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DMX045TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DMX045TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 4.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DMX050TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DMX050TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 5.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DSN030T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DSN030T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DSN033T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DSN033T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DSN045T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DSN045T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 4.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626DSN050T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626DSN050T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 5.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HMX030TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HMX030TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HMX033TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HMX033TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HMX045TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HMX045TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 4.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HMX050TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HMX050TCG","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 5.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HSN030T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HSN030T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HSN033T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HSN033T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HSN045T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HSN045T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 4.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4626","NCP4626HSN050T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4626HSN050T1G","http://www.onsemi.com/pub/Collateral/NCP4626-D.PDF","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection, 5.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA, with Reverse Current Protection","Single","Positive","3
3.3
4.5
5","0.3","18","0.75","0.006","70","90","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4640","NCP4640H020T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4640H020T1G","http://www.onsemi.com/pub/Collateral/NCP4640-D.PDF","Linear Voltage Regulator, Wide Input Range, 50 mA, 2.0V","Pb-free
Halide free","Active","Linear Voltage Regulator, Wide Input Range, 50 mA","Single","Positive","2
3
3.3
8
12","0.05","50","0.2","0.009","30","80","SOT-89-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4640","NCP4640H030T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4640H030T1G","http://www.onsemi.com/pub/Collateral/NCP4640-D.PDF","Linear Voltage Regulator, Wide Input Range, 50 mA, 3.0V","Pb-free
Halide free","Active","Linear Voltage Regulator, Wide Input Range, 50 mA","Single","Positive","2
3
3.3
8
12","0.05","50","0.2","0.009","30","80","SOT-89-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4640","NCP4640H033T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4640H033T1G","http://www.onsemi.com/pub/Collateral/NCP4640-D.PDF","Linear Voltage Regulator, Wide Input Range, 50 mA, 3.3V","Pb-free
Halide free","Active","Linear Voltage Regulator, Wide Input Range, 50 mA","Single","Positive","2
3
3.3
8
12","0.05","50","0.2","0.009","30","80","SOT-89-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4640","NCP4640H080T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4640H080T1G","http://www.onsemi.com/pub/Collateral/NCP4640-D.PDF","Linear Voltage Regulator, Wide Input Range, 50 mA, 8.0V","Pb-free
Halide free","Active","Linear Voltage Regulator, Wide Input Range, 50 mA","Single","Positive","2
3
3.3
8
12","0.05","50","0.2","0.009","30","80","SOT-89-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4640","NCP4640H120T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4640H120T1G","http://www.onsemi.com/pub/Collateral/NCP4640-D.PDF","Linear Voltage Regulator, Wide Input Range, 50 mA, 12V","Pb-free
Halide free","Active","Linear Voltage Regulator, Wide Input Range, 50 mA","Single","Positive","2
3
3.3
8
12","0.05","50","0.2","0.009","30","80","SOT-89-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DMX06TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DMX06TCG","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, 0.6V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DMX09TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DMX09TCG","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, 0.9V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DMX12TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DMX12TCG","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, 1.2V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DMX13TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DMX13TCG","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, 1.3V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DMX15TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DMX15TCG","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, 1.5V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN06T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN06T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Discharge, 0.6 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN09T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN09T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Diacharge, 0.9 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN10T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN10T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Discharge, 1.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN12T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Discharge, 1.2 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN13T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN13T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Discharge, 1.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4671","NCP4671DSN15T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4671DSN15T1G","http://www.onsemi.com/pub/Collateral/NCP4671-D.PDF","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA, Auto-Discharge, 1.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, Ultra LDO, Dual Rail, 400 mA","Single","Positive","0.6
0.9
1
1.2
1.3
1.5","0.4","6","0.18","0.028","80","70","SOT-23-5
XDFN-6"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX10TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX10TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX12TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX12TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.2 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX15TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX15TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX18TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX18TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.8 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX23TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX23TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 2.3V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX28TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX28TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 2.8 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX30TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX30TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 3.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DMX33TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DMX33TCG","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ08T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ08T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 0.8 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ09T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ09T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 0.9 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ12T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.2 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ15T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ15T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ18T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ18T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 1.8 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ25T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ25T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 2.5 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ28T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ28T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 2.8 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ30T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ30T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 3.0 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4680","NCP4680DSQ33T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4680DSQ33T1G","http://www.onsemi.com/pub/Collateral/NCP4680-D.PDF","Linear Voltage Regulator, LDO, Low Noise, 150 mA, 3.3 V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Noise, 150 mA","Single","Positive","0.8
0.9
1
1.2
1.5
1.8
2.3
2.5
2.8
3
3.3","0.15","6","0.25","0.05","75","60","SC-88A-5 / SC-70-5 / SOT-323-5
XDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4682","NCP4682DMU12TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4682DMU12TCG","http://www.onsemi.com/pub/Collateral/NCP4682-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA, 1.2V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA","Single","Positive","1.2
1.5
1.8
1.9
2.5
2.8
3
3.3","0.15","6","0.24","0.001","30","70","SOT-23-5
UDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4682","NCP4682DMU15TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4682DMU15TCG","http://www.onsemi.com/pub/Collateral/NCP4682-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA, 1.5V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA","Single","Positive","1.2
1.5
1.8
1.9
2.5
2.8
3
3.3","0.15","6","0.24","0.001","30","70","SOT-23-5
UDFN-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","NCP4682","NCP4682DMU18TCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP4682DMU18TCG","http://www.onsemi.com/pub/Collateral/NCP4682-D.PDF","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA, 1.8V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Ultra Low Iq, 150 mA","Single","Positive","1.2
1.5
1.8
1.9
2.5
2.8
3
3.3","0.15","6","0.24","0.001","30","70","SOT-23-5
UDFN-4"
