"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","R1 (kΩ)","R2 (kΩ)","R1/R2 Typ","Vi(off) Max (V)","Vi(on) Min (V)","Package Type"
"on","双极晶体管---数字晶体管(BRT)","NSBA114TDXV6","NSBA114TDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA114TDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA114TD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","160","10","Infinity","-","0.5","1.7",
"NSBA114TF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA114TDXV6","NSBA114TDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA114TDXV6T5G","http://www.onsemi.com/pub/Collateral/DTA114TD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","160","10","Infinity","-","0.5","1.7",
"NSBA114TF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA114YDP6","NSBA114YDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA114YDP6T5G","http://www.onsemi.com/pub/Collateral/DTA114YD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","80","10","47","0.21","0.5","1.4","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBA123EDXV6","NSBA123EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA123EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA123ED-D.PDF","50V Dual PNP Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual PNP Bipolar Digital Transistor","Dual PNP","0.1","50","8","2.2","2.2","1","0.5","2",
"NSBA123EF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","8","2.2","2.2","1","0.5","2","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA123JDP6","NSBA123JDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA123JDP6T5G","http://www.onsemi.com/pub/Collateral/DTA123JD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","80","2.2","47","0.0468","0.5","1.1","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBA123TF3","NSBA123TF3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA123TF3T5G","http://www.onsemi.com/pub/Collateral/DTA123T-D.PDF","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 2.2 k, none","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","2.2","Infinity","-","0.5","1.3","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA124EDXV6","NSBA124EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA124EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA124ED-D.PDF","50V Dual Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual Bipolar Digital Transistor","Dual PNP","0.1","50","60","22","22","1","0.8","2.5",
"NSBA124EF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","60","22","22","1","0.8","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA124XDXV6","NSBA124XDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA124XDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA124XD-D.PDF","50V Dual PNP Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual PNP Bipolar Digital Transistor","Dual PNP","0.1","50","80","22","47","0.47","0.5","2",
"NSBA124XF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transitor (BRT)","PNP","0.1","50","80","22","47","0.47","0.5","2","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA143EDP6","NSBA143EDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA143EDP6T5G","http://www.onsemi.com/pub/Collateral/DTA143ED-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","15","4.7","4.7","1","0.5","3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBA143ZDXV6","NSBA143ZDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA143ZDXV6T1G","http://www.onsemi.com/pub/Collateral/DTA143ZD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","80","4.7","47","0.1","0.5","1.3",
"NSBA143ZF3","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBA144EDP6","NSBA144EDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA144EDP6T5G","http://www.onsemi.com/pub/Collateral/DTA144ED-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","80","47","47","1","0.8","3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBA144WDP6","NSBA144WDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBA144WDP6T5G","http://www.onsemi.com/pub/Collateral/DTA144WD-D.PDF","Dual PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual PNP Bipolar Digital Transistor (BRT)","Dual PNP","0.1","50","80","47","22","2.1363","1.2","4","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC114EF3","NSBC114EF3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114EF3T5G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114EPDXV6","NSBC114EPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114EPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5",
"NSBC114TDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC114EPDXV6","NSBC114EPDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114EPDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5",
"NSBC114TDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC114EPDXV6","NSVBC114EPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBC114EPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","35","10","10","1","0.8","2.5",
"NSBC114TDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC114TDXV6","NSBC114TDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114TDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7",
"NSBC114TF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114TDXV6","NSBC114TDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114TDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC114TD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","160","10","Infinity","-","0.5","1.7",
"NSBC114TF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","10","Infinity","-","0.5","1.7","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114TPDXV6","NSBC114TPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114TPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","10","Infinity","-","0.5","1.7",
"NSBC114YDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.21","0.5","1.4","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC114YDXV6","NSBC114YDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114YDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.21","0.5","1.4",
"NSBC114YF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","10","47","0.21","0.5","1.4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114YDXV6","NSBC114YDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114YDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.21","0.5","1.4",
"NSBC114YF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","10","47","0.21","0.5","1.4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114YDXV6","NSVBC114YDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBC114YDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC114YD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","10","47","0.21","0.5","1.4",
"NSBC114YF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","10","47","0.21","0.5","1.4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC114YPDP6","NSBC114YPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC114YPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC114YP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","10","47","0.21","0.5","1.4","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC115TF3","NSBC115TF3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC115TF3T5G","http://www.onsemi.com/pub/Collateral/DTC115T-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","100","Infinity","-","0.5","1.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC123EDXV6","NSBC123EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC123ED-D.PDF","50V Dual NPN Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual NPN Bipolar Digital Transistor","Dual NPN","0.1","50","8","2.2","2.2","1","0.5","2",
"NSBC123EF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","8","2.2","2.2","1","0.5","2","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC123EPDXV6","NSBC123EPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123EPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC123EP-D.PDF","50V Dual Bipolar Digital Transistor","AEC Qualified
Pb-free
Halide free","Active","50V Dual Bipolar Digital Transistor","Complementary","0.1","50","8","2.2","2.2","1","0.5","2",
"NSBC123JDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.0468","0.5","1.1","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC123JDXV6","NSBC123JDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123JDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC123JD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.047","0.5","1.1",
"NSBC123JF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","2.2","47","0.0468","0.5","1.1","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC123JDXV6","NSBC123JDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123JDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC123JD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","2.2","47","0.047","0.5","1.1",
"NSBC123JF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","2.2","47","0.0468","0.5","1.1","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC123JPDP6","NSBC123JPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123JPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC123JP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","2.2","47","0.047","0.5","1.1","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC123TPDP6","NSBC123TPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC123TPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC123TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","2.2","Infinity","-","0.5","1.3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC124EDXV6","NSBC124EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC124EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC124ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","60","22","22","1","0.8","2.5",
"NSBC124EF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","60","22","22","1","0.8","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC124EDXV6","NSBC124EDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC124EDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC124ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","60","22","22","1","0.8","2.5",
"NSBC124EF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","60","22","22","1","0.8","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC124EDXV6","NSVBC124EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBC124EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC124ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","60","22","22","1","0.8","2.5",
"NSBC124EF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","60","22","22","1","0.8","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC124EPDP6","NSBC124EPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC124EPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC124EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","60","22","22","1","0.8","2.5","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC124XPDXV6","NSBC124XPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC124XPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC124XP-D.PDF","Complemetary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complemetary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","22","47","0.468","0.5","2",
"NSBC143EDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC124XPDXV6","NSVB124XPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVB124XPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC124XP-D.PDF","Complemetary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complemetary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","22","47","0.468","0.5","2",
"NSBC143EDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC143EDXV6","NSBC143EDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143EDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC143ED-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","15","4.7","4.7","1","0.5","2.5",
"NSBC143EF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","15","4.7","4.7","1","0.5","2.5","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC143EPDP6","NSBC143EPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143EPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC143EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","15","4.7","4.7","1","0.5","3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC143TPDXV6","NSBC143TPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143TPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC143TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","4.7","Infinity","-","0.5","1.3",
"NSBC143ZDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC143TPDXV6","NSVB143TPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVB143TPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC143TP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","160","4.7","Infinity","-","0.5","1.3",
"NSBC143ZDP6","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC143ZDXV6","NSBC143ZDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143ZDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC143ZD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3",
"NSBC143ZF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC143ZDXV6","NSBC143ZDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143ZDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC143ZD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","4.7","47","0.1","0.5","1.3",
"NSBC143ZF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC143ZPDP6","NSBC143ZPDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC143ZPDP6T5G","http://www.onsemi.com/pub/Collateral/DTC143ZP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSBC144EPDXV6","NSBC144EPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC144EPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3",
"NSBC144TF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","47","Infinity","-","0.5","4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC144EPDXV6","NSBC144EPDXV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC144EPDXV6T5G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3",
"NSBC144TF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","47","Infinity","-","0.5","4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC144EPDXV6","NSVB144EPDXV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVB144EPDXV6T1G","http://www.onsemi.com/pub/Collateral/DTC144EP-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Complementary Bipolar Digital Transistor (BRT)","Complementary","0.1","50","80","47","47","1","0.8","3",
"NSBC144TF3","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","160","47","Infinity","-","0.5","4","SOT-1123-3"
"on","双极晶体管---数字晶体管(BRT)","NSBC144WDP6","NSBC144WDP6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSBC144WDP6T5G","http://www.onsemi.com/pub/Collateral/DTC144WD-D.PDF","Dual NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Bipolar Digital Transistor (BRT)","Dual NPN","0.1","50","80","47","22","2.1363","1.2","4","SOT-963"
"on","双极晶体管---数字晶体管(BRT)","NSTB1002DXV5","NSTB1002DXV5T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSTB1002DXV5T1G","http://www.onsemi.com/pub/Collateral/NSTB1002DXV5-D.PDF","Complementary Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","Complementary Bipolar Digital Transistor (BRT)","Dual NPN BRT & PNP TXR","0.1","40","100","47","47","1","-","-","SOT-553"
