"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","R1 (kΩ)","R2 (kΩ)","R1/R2 Typ","Vi(off) Max (V)","Vi(on) Min (V)","Package Type"
"on","双极晶体管---数字晶体管(BRT)","MMUN2116L","MMUN2116LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2116LT1G","http://www.onsemi.com/pub/Collateral/DTA143T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","4.7","Infinity","-","0.5","1.3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2116L","SMMUN2116LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2116LT1G","http://www.onsemi.com/pub/Collateral/DTA143T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","4.7","Infinity","-","0.5","1.3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2116L","SMMUN2116LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2116LT3G","http://www.onsemi.com/pub/Collateral/DTA143T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","160","4.7","Infinity","-","0.5","1.3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2131L","MMUN2131LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2131LT1G","http://www.onsemi.com/pub/Collateral/DTA123E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","8","2.2","2.2","1","0.5","2","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2131L","NSVMMUN2131LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMUN2131LT1G","http://www.onsemi.com/pub/Collateral/DTA123E-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","8","2.2","2.2","1","0.5","2","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2133L","MMUN2133LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2133LT1G","http://www.onsemi.com/pub/Collateral/DTA143Z-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2133L","NSVMMUN2133LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMUN2133LT1G","http://www.onsemi.com/pub/Collateral/DTA143Z-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","4.7","47","0.1","0.5","1.3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2135L","MMUN2135LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2135LT1G","http://www.onsemi.com/pub/Collateral/DTA123J-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","2.2","470","0.047","0.5","1.1","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2135L","NSVMMUN2135LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMUN2135LT1G","http://www.onsemi.com/pub/Collateral/DTA123J-D.PDF","PNP Bipolar Digital Transistor (BRT), PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","2.2","470","0.047","0.5","1.1","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2137L","MMUN2137LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2137LT1G","http://www.onsemi.com/pub/Collateral/DTA144W-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","80","47","22","2.1","1.2","4","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2140L","MMUN2140LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2140LT1G","http://www.onsemi.com/pub/Collateral/DTA144T-D.PDF","PNP Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Digital Transistor (BRT)","PNP","0.1","50","120","47","Infinity","-","0.5","4","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2211L","MMUN2211LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2211LT1G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2211L","MMUN2211LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2211LT3G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2211L","SMMUN2211LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2211LT1G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2211L","SMMUN2211LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2211LT3G","http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","35","10","10","1","0.8","2.5","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2213L","MMUN2213LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMUN2213LT1G","http://www.onsemi.com/pub/Collateral/DTC144E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","47","47","1","0.8","3","SOT-23-3"
"on","双极晶体管---数字晶体管(BRT)","MMUN2213L","SMMUN2213LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMUN2213LT1G","http://www.onsemi.com/pub/Collateral/DTC144E-D.PDF","NPN Bipolar Digital Transistor (BRT)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Digital Transistor (BRT)","NPN","0.1","50","80","47","47","1","0.8","3","SOT-23-3"
