"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","VCE(sat) Max (V)","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","hFE Max","fT Min (MHz)","PTM Max (W)","Package Type"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","12A02CH","12A02CH-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=12A02CH-TL-E","http://www.onsemi.com/pub/Collateral/EN7482-D.PDF","Bipolar Transistor, -12V, -1A, Low VCE(sat), PNP Single CPH3","Pb-free","Active","Bipolar Transistor, -12V, -1A, Low VCE(sat), PNP Single CPH3","PNP",,"1","12","300","700","450","0.7","CPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","15C01M","15C01M-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=15C01M-TL-E","http://www.onsemi.com/pub/Collateral/EN7505-D.PDF","Bipolar Transistor, 15V, 0.7A, Low VCE(sat) NPN Single MCP","Pb-free","Active","Bipolar Transistor, 15V, 0.7A, Low VCE(sat) NPN Single MCP","NPN",,"0.7","15","300","800","330","0.3","SC-70FL / MCPH-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N3055","2N3055G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N3055G","http://www.onsemi.com/pub/Collateral/2N3055-D.PDF","15 A, 60 V NPN Bipolar Power Transistor","Pb-free","Active","15 A, 60 V NPN Bipolar Power Transistor","NPN",,"15","60","20","70","2.5","115","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N3442","2N3442G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N3442G","http://www.onsemi.com/pub/Collateral/2N3442-D.PDF","10 A, 140 V NPN Bipolar Power Transistor","Pb-free","Active","10 A, 140 V NPN Bipolar Power Transistor","NPN",,"10","140","20","70","0.08","117","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N3772","2N3772G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N3772G","http://www.onsemi.com/pub/Collateral/2N3771-D.PDF","20 A, 60 V NPN Bipolar Power Transistor","Pb-free","Active","20 A, 60 V NPN Bipolar Power Transistor","NPN",,"20","60","15","60","0.2","150","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N4918","2N4918G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N4918G","http://www.onsemi.com/pub/Collateral/2N4918-D.PDF","1.0 A, 40 V PNP Bipolar Power Transistor","Pb-free
Halide free","Active","1.0 A, 40 V PNP Bipolar Power Transistor","PNP",,"1","40","30","150","3","30","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N4920","2N4920G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N4920G","http://www.onsemi.com/pub/Collateral/2N4918-D.PDF","1.0 A, 80 V PNP Bipolar Power Transistor","Pb-free
Halide free","Active","1.0 A, 80 V PNP Bipolar Power Transistor","PNP",,"1","80","30","150","3","30","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N4922","2N4922G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N4922G","http://www.onsemi.com/pub/Collateral/2N4921-D.PDF","Medium Power NPN Bipolar Power Transistor","Pb-free
Halide free","Active","Medium Power NPN Bipolar Power Transistor","NPN",,"1","60","30","150","3","30","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5038","2N5038G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5038G","http://www.onsemi.com/pub/Collateral/2N5038-D.PDF","NPN Bipolar Power Transistor","Pb-free","Active","NPN Bipolar Power Transistor","NPN",,"20","90","20","100","60","140","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5191","2N5191G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5191G","http://www.onsemi.com/pub/Collateral/2N5191-D.PDF","4.0 A, 60 V NPN Bipolar Power Transistor","Pb-free
Halide free","Active","4.0 A, 60 V NPN Bipolar Power Transistor","NPN",,"4","60","25","100","2","40","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5194","2N5194G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5194G","http://www.onsemi.com/pub/Collateral/2N5194-D.PDF","4.0 A, 60 V PNP Bipolar Power Transistor","Pb-free
Halide free","Active","4.0 A, 60 V PNP Bipolar Power Transistor","PNP",,"4","60","25","100","2","40","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5302","2N5302G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5302G","http://www.onsemi.com/pub/Collateral/2N5302-D.PDF","High Power NPN Bipolar Power Transistor","Pb-free","Active","High Power NPN Bipolar Power Transistor","NPN",,"30","60","15","60","2","200","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5657","2N5657G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5657G","http://www.onsemi.com/pub/Collateral/2N5655-D.PDF","0.5 A, 350 V NPN Bipolar Power Transistor","Pb-free
Halide free","Active","0.5 A, 350 V NPN Bipolar Power Transistor","NPN",,"0.5","350","30","250","10","20","TO-225-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5686","2N5686G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5686G","http://www.onsemi.com/pub/Collateral/2N5684-D.PDF","50 A, 80 V NPN Bipolar Power Transistor","Pb-free","Active","50 A, 80 V NPN Bipolar Power Transistor","NPN",,"50","80","15","60","2","300","TO-204-2 / TO-3-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5884","2N5884G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5884G","http://www.onsemi.com/pub/Collateral/2N5883-D.PDF","25 A, 80 V PNP Bipolar Power Transistor","Pb-free","Active","25 A, 80 V PNP Bipolar Power Transistor","PNP",,"25","80","20","100","4","200","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N5886","2N5886G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N5886G","http://www.onsemi.com/pub/Collateral/2N5883-D.PDF","25 A, 80 V NPN Bipolar Power Transistor","Pb-free","Active","25 A, 80 V NPN Bipolar Power Transistor","NPN",,"25","80","20","100","4","200","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N6109","2N6109G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N6109G","http://www.onsemi.com/pub/Collateral/2N6107-D.PDF","7.0 A, 50V PNP Bipolar Power Transistor","Pb-free","Active","7.0 A, 50V PNP Bipolar Power Transistor","PNP",,"7","50","30","150","10","40","TO-220-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N6288","2N6288G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N6288G","http://www.onsemi.com/pub/Collateral/2N6107-D.PDF","7.0 A, 30 V NPN Bipolar Power Transistor","Pb-free","Active","7.0 A, 30 V NPN Bipolar Power Transistor","NPN",,"7","30","30","150","4","40","TO-220-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N6338","2N6338G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N6338G","http://www.onsemi.com/pub/Collateral/2N6338-D.PDF","25 A, 100 V High Power NPN Bipolar Power Transistor","Pb-free","Active","25 A, 100 V High Power NPN Bipolar Power Transistor","NPN",,"25","100","30","120","40","200","TO-204-2"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N6487","2N6487G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N6487G","http://www.onsemi.com/pub/Collateral/2N6487-D.PDF","15 A, 60 V NPN Bipolar Power Transistor","Pb-free","Active","15 A, 60 V NPN Bipolar Power Transistor","NPN",,"15","60","20","150","5","75","TO-220-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2N6490","2N6490G","http://www.onsemi.cn/PowerSolutions/product.do?id=2N6490G","http://www.onsemi.com/pub/Collateral/2N6487-D.PDF","15 A, 60 V PNP Bipolar Power Transistor","Pb-free","Active","15 A, 60 V PNP Bipolar Power Transistor","PNP",,"15","60","20","150","5","75","TO-220-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1416","2SA1416S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1416S-TD-E","http://www.onsemi.com/pub/Collateral/EN2005-D.PDF","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single PCP, h","Pb-free","Active","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"1","100","140
200","280
400","-","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1416","2SA1416T-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1416T-TD-E","http://www.onsemi.com/pub/Collateral/EN2005-D.PDF","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single PCP, h","Pb-free","Active","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"1","100","140
200","280
400","-","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1418","2SA1418S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1418S-TD-E","http://www.onsemi.com/pub/Collateral/EN1788-D.PDF","Bipolar Transistor, -160V, -0.7A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free","Active","Bipolar Transistor, -160V, -0.7A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"0.7","160","140","280","-","0.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1507","2SA1507S","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1507S","http://www.onsemi.com/pub/Collateral/EN2101-D.PDF","Bipolar Transistor, (-)160V, (-)1.5A, Low VCE(sat), (PNP)NPN Single TO-126ML","Pb-free","Active","Bipolar Transistor, (-)160V, (-)1.5A, Low VCE(sat), (PNP)NPN Single TO-126ML","PNP",,"1.5","100","140
200","280
400","120","1.5","TO 126ML"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1507","2SA1507T","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1507T","http://www.onsemi.com/pub/Collateral/EN2101-D.PDF","Bipolar Transistor, (-)160V, (-)1.5A, Low VCE(sat), (PNP)NPN Single TO-126ML","Pb-free","Active","Bipolar Transistor, (-)160V, (-)1.5A, Low VCE(sat), (PNP)NPN Single TO-126ML","PNP",,"1.5","100","140
200","280
400","120","1.5","TO 126ML"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1593","2SA1593S-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1593S-E","http://www.onsemi.com/pub/Collateral/EN2511-D.PDF","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP",,"2","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1593","2SA1593S-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1593S-TL-E","http://www.onsemi.com/pub/Collateral/EN2511-D.PDF","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP",,"2","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1593","2SA1593T-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1593T-E","http://www.onsemi.com/pub/Collateral/EN2511-D.PDF","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP",,"2","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1593","2SA1593T-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1593T-TL-E","http://www.onsemi.com/pub/Collateral/EN2511-D.PDF","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, (-)100V, (-)2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP",,"2","100","140
200","280
400","-","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1706","2SA1706S-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1706S-AN","http://www.onsemi.com/pub/Collateral/EN3026-D.PDF","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","Pb-free","Active","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","PNP",,"2","50","140
200","280
400","150","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1706","2SA1706T-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1706T-AN","http://www.onsemi.com/pub/Collateral/EN3026-D.PDF","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","Pb-free","Active","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","PNP",,"2","50","140
200","280
400","150","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1708","2SA1708S-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1708S-AN","http://www.onsemi.com/pub/Collateral/EN3094-D.PDF","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single NMP","Pb-free","Active","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single NMP","PNP",,"1","100","140
200","280
400","-","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1708","2SA1708T-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1708T-AN","http://www.onsemi.com/pub/Collateral/EN3094-D.PDF","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single NMP","Pb-free","Active","Bipolar Transistor, -100V, -1A, Low VCE(sat), (PNP)NPN Single NMP","PNP",,"1","100","140
200","280
400","-","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1768","2SA1768S-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1768S-AN","http://www.onsemi.com/pub/Collateral/EN3582-D.PDF","Bipolar Transistor, -180V, -160A, Low VCE(sat) PNP Single NMP","Pb-free","Active","Bipolar Transistor, -180V, -160A, Low VCE(sat) PNP Single NMP","PNP",,"0.7","160","140
200","280
400","-","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1768","2SA1768T-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1768T-AN","http://www.onsemi.com/pub/Collateral/EN3582-D.PDF","Bipolar Transistor, -180V, -160A, Low VCE(sat) PNP Single NMP","Pb-free","Active","Bipolar Transistor, -180V, -160A, Low VCE(sat) PNP Single NMP","PNP",,"0.7","160","140
200","280
400","-","1","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1774","2SA1774G","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1774G","http://www.onsemi.com/pub/Collateral/2SA1774-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.1","50","120","560","-","0.15","SC-75-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1774","2SA1774T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA1774T1G","http://www.onsemi.com/pub/Collateral/2SA1774-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.1","50","120","560","-","0.15","SC-75-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA1774","S2SA1774G","http://www.onsemi.cn/PowerSolutions/product.do?id=S2SA1774G","http://www.onsemi.com/pub/Collateral/2SA1774-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.1","50","120","560","-","0.15","SC-75-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2013","2SA2013-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2013-TD-E","http://www.onsemi.com/pub/Collateral/EN6307-D.PDF","Bipolar Transistor, -50V, -4A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free","Active","Bipolar Transistor, -50V, -4A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"4","50","200","560","-","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2029M3","2SA2029M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2029M3T5G","http://www.onsemi.com/pub/Collateral/2SA2029M3-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.1","50","120","560","-","0.265","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2029M3","NSV2SA2029M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV2SA2029M3T5G","http://www.onsemi.com/pub/Collateral/2SA2029M3-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.1","50","120","560","-","0.265","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2040","2SA2040-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2040-E","http://www.onsemi.com/pub/Collateral/EN6913-D.PDF","Bipolar Transistor, -50V, -8A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, -50V, -8A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP","0.39","8","50","200","560","290","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2040","2SA2040-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2040-TL-E","http://www.onsemi.com/pub/Collateral/EN6913-D.PDF","Bipolar Transistor, -50V, -8A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, -50V, -8A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP","0.39","8","50","200","560","290","1","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2124","2SA2124-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2124-TD-E","http://www.onsemi.com/pub/Collateral/EN7920-D.PDF","Bipolar Transistor, -30V, -2A, Low VCE(sat), PNP Single PCP","Pb-free","Active","Bipolar Transistor, -30V, -2A, Low VCE(sat), PNP Single PCP","PNP","0.4","2","30","200","560","440","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2126","2SA2126-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2126-E","http://www.onsemi.com/pub/Collateral/EN7990-D.PDF","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","PNP",,"3","50","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2126","2SA2126-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2126-H","http://www.onsemi.com/pub/Collateral/EN7990-D.PDF","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","PNP",,"3","50","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2126","2SA2126-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2126-TL-E","http://www.onsemi.com/pub/Collateral/EN7990-D.PDF","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","PNP",,"3","50","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2126","2SA2126-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2126-TL-H","http://www.onsemi.com/pub/Collateral/EN7990-D.PDF","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free
Halide free","Active","Bipolar Transistor, -50V, -3A, Low VCE(sat), PNP Single TP/TP-FA","PNP",,"3","50","200","560","-","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2153","2SA2153-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2153-TD-E","http://www.onsemi.com/pub/Collateral/EN8123-D.PDF","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single PCP","Pb-free","Active","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single PCP","PNP",,"2","50","200","560","420","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2186","2SA2186-AN","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2186-AN","http://www.onsemi.com/pub/Collateral/ENA0269-D.PDF","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","Pb-free","Active","Bipolar Transistor, -50V, -2A, Low VCE(sat), PNP Single NMP","PNP","0.43","2","50","200","560","420","0.9","NMP (Taping)"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2205","2SA2205-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2205-E","http://www.onsemi.com/pub/Collateral/ENA0544-D.PDF","Bipolar Transistor, -100V, -2A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, -100V, -2A, Low VCE(sat), PNP Single TP/TP-FA","PNP","0.24","2","100","200","400","300","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2205","2SA2205-TL-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2205-TL-E","http://www.onsemi.com/pub/Collateral/ENA0544-D.PDF","Bipolar Transistor, -100V, -2A, Low VCE(sat), PNP Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, -100V, -2A, Low VCE(sat), PNP Single TP/TP-FA","PNP","0.24","2","100","200","400","300","0.8","DPAK / TP-FA
IPAK / TP"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SA2222SG","2SA2222SG","http://www.onsemi.cn/PowerSolutions/product.do?id=2SA2222SG","http://www.onsemi.com/pub/Collateral/ENA1799-D.PDF","Bipolar Transistor, -50V, -10A, Low VCE(sat), PNP TO-220F-3FS, Bipolar Transistor, -50V, -10A, Low VCE(sat) PNP TO-220F-3FS","Pb-free","Active","Bipolar Transistor, -50V, -10A, Low VCE(sat), PNP TO-220F-3FS","PNP","0.5","10","50","null","null","null","null","TO-220F-3FS"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1122","2SB1122S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1122S-TD-E","http://www.onsemi.com/pub/Collateral/2SB1122-D.PDF","Bipolar Transistor, -50V, -1A, Low VCE(sat) PNP Single PCP","Pb-free","Active","Bipolar Transistor, -50V, -1A, Low VCE(sat) PNP Single PCP","PNP",,"1","50","140
200","280
400","-","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1122","2SB1122T-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1122T-TD-E","http://www.onsemi.com/pub/Collateral/2SB1122-D.PDF","Bipolar Transistor, -50V, -1A, Low VCE(sat) PNP Single PCP","Pb-free","Active","Bipolar Transistor, -50V, -1A, Low VCE(sat) PNP Single PCP","PNP",,"1","50","140
200","280
400","-","1.3","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1124","2SB1124S-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1124S-TD-E","http://www.onsemi.com/pub/Collateral/EN2019-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"3","50","140
200","280
400","-","1.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1124","2SB1124S-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1124S-TD-H","http://www.onsemi.com/pub/Collateral/EN2019-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"3","50","140
200","280
400","-","1.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1124","2SB1124T-TD-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1124T-TD-E","http://www.onsemi.com/pub/Collateral/EN2019-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"3","50","140
200","280
400","-","1.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1124","2SB1124T-TD-H","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1124T-TD-H","http://www.onsemi.com/pub/Collateral/EN2019-D.PDF","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","Pb-free
Halide free","Active","Bipolar Transistor, (-)50V, (-)3A, Low VCE(sat), (PNP)NPN Single PCP","PNP",,"3","50","140
200","280
400","-","1.5","SOT-89 / PCP-1"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","2SB1201","2SB1201S-E","http://www.onsemi.cn/PowerSolutions/product.do?id=2SB1201S-E","http://www.onsemi.com/pub/Collateral/EN2112-D.PDF","Bipolar Transistor, -50V, -2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","Pb-free","Active","Bipolar Transistor, -50V, -2A, Low VCE(sat), (PNP)NPN Single TP/TP-FA","PNP",,"2","50","140
200","280
400","150","0.8","DPAK / TP-FA
IPAK / TP"
