"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Megapixels","Frame Rate (fps)","Optical Format","Shutter Type","Pixel Size (µm)","Color","Package Type"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX340AT","ASX340AT3C00XPED0-DPBR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX340AT3C00XPED0-DPBR-E","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX340AT","ASX340AT3C00XPED0-DRBR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX340AT3C00XPED0-DRBR-E","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX340AT","ASX340CS2C00SPED0-DPBR1","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX340CS2C00SPED0-DPBR1","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX340AT","ASX340CS2C00SPED0-DRBR1","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX340CS2C00SPED0-DRBR1","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX344AT","ASX344ATSC00XUEA0-DPBR","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX344ATSC00XUEA0-DPBR","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX344AT","ASX344ATSC00XUEA0-DRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX344ATSC00XUEA0-DRBR","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX344AT","ASX344ATSC00XUEA0-DRBR1","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX344ATSC00XUEA0-DRBR1","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX344AT","ASX344ATSC00XUEA0-TPBR","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX344ATSC00XUEA0-TPBR","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","ASX344AT","ASX344ATSC00XUEA0-TRBR","http://www.onsemi.cn/PowerSolutions/product.do?id=ASX344ATSC00XUEA0-TRBR","-","VGA 1/4" CMOS Image Sensor System-on-Chip","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","VGA 1/4" CMOS Image Sensor System-on-Chip","CMOS","VGA","60","1/4 inch","Electronic Rolling","5.6 x 5.6","RGB","IBGA-63"
"on","光电、图像及触摸传感器---CMOS图像传感器","IBIS4-6600","NOII4SM6600A-QDC","http://www.onsemi.cn/PowerSolutions/product.do?id=NOII4SM6600A-QDC","http://www.onsemi.com/pub/Collateral/NOII4SM6600A-D.PDF","CMOS Image Sensor, 6.6 Megapixel, Mono, with Glass","Pb-free
Halide free","Active","CMOS Image Sensor, 6.6 Megapixel","CMOS","6.6","5","1 inch","Rolling","3.5 x 3.5","Mono","LCC-68"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAC-12040","KAC-12040-ABA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAC-12040-ABA-JD-AE","http://www.onsemi.com/pub/Collateral/KAC-12040-D.PDF","CMOS Image Sensor, 12 MP, Monochrome, Telecentric Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","CMOS Image Sensor, 12 MP","CMOS","12","70","4/3 inch","Global Rolling","4.7 x 4.7","Bayer Color
Mono","CPGA-267"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAC-12040","KAC-12040-ABA-JD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAC-12040-ABA-JD-BA","http://www.onsemi.com/pub/Collateral/KAC-12040-D.PDF","CMOS Image Sensor, 12 MP, Monochrome, Telecentric Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","CMOS Image Sensor, 12 MP","CMOS","12","70","4/3 inch","Global Rolling","4.7 x 4.7","Bayer Color
Mono","CPGA-267"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAC-12040","KAC-12040-CBA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAC-12040-CBA-JD-AE","http://www.onsemi.com/pub/Collateral/KAC-12040-D.PDF","CMOS Image Sensor, 12 MP, Color (Bayer RGB), Telecentric Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","CMOS Image Sensor, 12 MP","CMOS","12","70","4/3 inch","Global Rolling","4.7 x 4.7","Bayer Color
Mono","CPGA-267"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAC-12040","KAC-12040-CBA-JD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAC-12040-CBA-JD-BA","http://www.onsemi.com/pub/Collateral/KAC-12040-D.PDF","CMOS Image Sensor, 12 MP, Color (Bayer RGB), Telecentric Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","CMOS Image Sensor, 12 MP","CMOS","12","70","4/3 inch","Global Rolling","4.7 x 4.7","Bayer Color
Mono","CPGA-267"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-0261","KAF-0261-AAA-CD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-0261-AAA-CD-AE","http://www.onsemi.com/pub/Collateral/KAF-0261-D.PDF","Full Frame CCD, Image Sensor, VGA, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, VGA","Full Frame CCD","VGA","15","1 inch",,"20 x 20","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-0261","KAF-0261-AAA-CD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-0261-AAA-CD-BA","http://www.onsemi.com/pub/Collateral/KAF-0261-D.PDF","Full Frame CCD, Image Sensor, VGA, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, VGA","Full Frame CCD","VGA","15","1 inch",,"20 x 20","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-0261","KAF-0261-AAA-CP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-0261-AAA-CP-AE","http://www.onsemi.com/pub/Collateral/KAF-0261-D.PDF","Full Frame CCD, Image Sensor, VGA, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, VGA","Full Frame CCD","VGA","15","1 inch",,"20 x 20","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-0261","KAF-0261-AAA-CP-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-0261-AAA-CP-BA","http://www.onsemi.com/pub/Collateral/KAF-0261-D.PDF","Full Frame CCD, Image Sensor, VGA, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, VGA","Full Frame CCD","VGA","15","1 inch",,"20 x 20","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-09000","KAF-09000-ABA-DD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-09000-ABA-DD-AE","http://www.onsemi.com/pub/Collateral/KAF-09000-D.PDF","Full Frame CCD Image Sensor, 9.3 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD Image Sensor, 9.3 MP","Full Frame CCD","9.3","0.4","645 1.3x",,"12 x 12","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-09000","KAF-09000-ABA-DD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-09000-ABA-DD-BA","http://www.onsemi.com/pub/Collateral/KAF-09000-D.PDF","Full Frame CCD Image Sensor, 9.3 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD Image Sensor, 9.3 MP","Full Frame CCD","9.3","0.4","645 1.3x",,"12 x 12","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-09000","KAF-09000-ABA-DP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-09000-ABA-DP-AE","http://www.onsemi.com/pub/Collateral/KAF-09000-D.PDF","Full Frame CCD Image Sensor, 9.3 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD Image Sensor, 9.3 MP","Full Frame CCD","9.3","0.4","645 1.3x",,"12 x 12","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-09000","KAF-09000-ABA-DP-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-09000-ABA-DP-BA","http://www.onsemi.com/pub/Collateral/KAF-09000-D.PDF","Full Frame CCD Image Sensor, 9.3 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Taped Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD Image Sensor, 9.3 MP","Full Frame CCD","9.3","0.4","645 1.3x",,"12 x 12","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-AAA-CP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-AAA-CP-AE","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-AAA-CP-B2","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-AAA-CP-B2","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Grade 2","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-ABA-CD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-ABA-CD-AE","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-ABA-CD-B2","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-ABA-CD-B2","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Grade 2","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-ABA-CP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-ABA-CP-AE","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-1603","KAF-1603-ABA-CP-B2","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-1603-ABA-CP-B2","http://www.onsemi.com/pub/Collateral/KAF-1603-D.PDF","Full Frame CCD, Image Sensor, 1.6 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Grade 2","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 1.6 MP","Full Frame CCD","1.6","2.2","1 inch",,"9.0 x 9.0","Mono","CDIP-24"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-16803","KAF-16803-ABA-DD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-16803-ABA-DD-AE","http://www.onsemi.com/pub/Collateral/KAF-16803-D.PDF","Full Frame CCD, Image Sensor, 16.8 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 16.8 MP","Full Frame CCD","16.8","0.2","645 1.3x",,"9.0 x 9.0","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-16803","KAF-16803-ABA-DD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-16803-ABA-DD-BA","http://www.onsemi.com/pub/Collateral/KAF-16803-D.PDF","Full Frame CCD, Image Sensor, 16.8 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 16.8 MP","Full Frame CCD","16.8","0.2","645 1.3x",,"9.0 x 9.0","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-16803","KAF-16803-ABA-DP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-16803-ABA-DP-AE","http://www.onsemi.com/pub/Collateral/KAF-16803-D.PDF","Full Frame CCD, Image Sensor, 16.8 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 16.8 MP","Full Frame CCD","16.8","0.2","645 1.3x",,"9.0 x 9.0","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-16803","KAF-16803-ABA-DP-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-16803-ABA-DP-BA","http://www.onsemi.com/pub/Collateral/KAF-16803-D.PDF","Full Frame CCD, Image Sensor, 16.8 MP, Monochrome, Telecentric Microlens, CERDIP Package (sidebrazed pins, CuW), Taped Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 16.8 MP","Full Frame CCD","16.8","0.2","645 1.3x",,"9.0 x 9.0","Mono","CDIP-34"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-40000","KAF-40000-CXA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-40000-CXA-JD-AE","http://www.onsemi.com/pub/Collateral/KAF-40000-D.PDF","Full Frame CCD, Image Sensor, 40.0 MP, Gen1 Color (Bayer RGB), Special Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","ActiveNEW","Full Frame CCD, Image Sensor, 40.0 MP","Full Frame CCD","40","1.3","645 1.3x",,"6.0 x 6.0","Bayer Color","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-40000","KAF-40000-FXA-JD-AA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-40000-FXA-JD-AA","http://www.onsemi.com/pub/Collateral/KAF-40000-D.PDF","Full Frame CCD, Image Sensor, 40.0 MP, Gen2 Color (Bayer RGB), Special Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","ActiveNEW","Full Frame CCD, Image Sensor, 40.0 MP","Full Frame CCD","40","1.3","645 1.3x",,"6.0 x 6.0","Bayer Color","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-40000","KAF-40000-FXA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-40000-FXA-JD-AE","http://www.onsemi.com/pub/Collateral/KAF-40000-D.PDF","Full Frame CCD, Image Sensor, 40.0 MP, Gen2 Color (Bayer RGB), Special Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","ActiveNEW","Full Frame CCD, Image Sensor, 40.0 MP","Full Frame CCD","40","1.3","645 1.3x",,"6.0 x 6.0","Bayer Color","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-50100","KAF-50100-AAA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-50100-AAA-JD-AE","http://www.onsemi.com/pub/Collateral/KAF-50100-D.PDF","Full Frame CCD, Image Sensor, 50.1 MP, Monochrome, No Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 50.1 MP","Full Frame CCD","50.1","1","645 1.1x",,"6.0 x 6.0","Bayer Color
Mono","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-50100","KAF-50100-AAA-JD-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-50100-AAA-JD-BA","http://www.onsemi.com/pub/Collateral/KAF-50100-D.PDF","Full Frame CCD, Image Sensor, 50.1 MP, Monochrome, No Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 50.1 MP","Full Frame CCD","50.1","1","645 1.1x",,"6.0 x 6.0","Bayer Color
Mono","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-50100","KAF-50100-ABA-JR-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-50100-ABA-JR-AE","http://www.onsemi.com/pub/Collateral/KAF-50100-D.PDF","Full Frame CCD, Image Sensor, 50.1 MP, Monochrome, Telecentric Microlens, PGA Package, Taped Clear Cover Glass with AR coating (two sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 50.1 MP","Full Frame CCD","50.1","1","645 1.1x",,"6.0 x 6.0","Bayer Color
Mono","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-50100","KAF-50100-ABA-JR-BA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-50100-ABA-JR-BA","http://www.onsemi.com/pub/Collateral/KAF-50100-D.PDF","Full Frame CCD, Image Sensor, 50.1 MP, Monochrome, Telecentric Microlens, PGA Package, Taped Clear Cover Glass with AR coating (two sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 50.1 MP","Full Frame CCD","50.1","1","645 1.1x",,"6.0 x 6.0","Bayer Color
Mono","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-50100","KAF-50100-CAA-JD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-50100-CAA-JD-AE","http://www.onsemi.com/pub/Collateral/KAF-50100-D.PDF","Full Frame CCD, Image Sensor, 50.1 MP, Gen1 Color (Bayer RGB), No Microlens, PGA Package, Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 50.1 MP","Full Frame CCD","50.1","1","645 1.1x",,"6.0 x 6.0","Bayer Color
Mono","CPGA-52"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AAB-CB-AA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AAB-CB-AA","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AAB-CB-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AAB-CB-AE","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, No Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CB-AA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CB-AA","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CB-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CB-AE","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CD-AA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CD-AA","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CD-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CD-AE","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass with AR coating (both sides), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CP-AA","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CP-AA","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Standard Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-AXC-CP-AE","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-AXC-CP-AE","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Monochrome, Special Microlens, CERDIP Package (sidebrazed pins), Taped Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
"on","光电、图像及触摸传感器---CMOS图像传感器","KAF-8300","KAF-8300-CXB-CB-AE-OFFSET","http://www.onsemi.cn/PowerSolutions/product.do?id=KAF-8300-CXB-CB-AE-OFFSET","http://www.onsemi.com/pub/Collateral/KAF-8300-D.PDF","Full Frame CCD, Image Sensor, 8.3 MP, Gen1 Color (Bayer RGB), Special Microlens, CERDIP Package (sidebrazed pins), Sealed Clear Cover Glass (no coatings), Engineering Grade","Pb-free
Halide free","Active","Full Frame CCD, Image Sensor, 8.3 MP","Full Frame CCD","8.3","2.9","4/3 inch",,"5.4 x 5.4","Bayer Color
Mono","CDIP-32"
