"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","IO(rec) Max (A)","trr Max (ns)","VRRM Max (V)","VFM Max (V)","IFSM Max (A)","IR Max (mA)","Package Type"
"on","二极管和整流器---整流器","1N4001","1N4001G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4001G","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 50 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 50 V, 1.0 A ","Standard Recovery","1",,"50","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4001","1N4001RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4001RLG","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 50 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 50 V, 1.0 A ","Standard Recovery","1",,"50","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4003","1N4003G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4003G","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Recovery Rectifier, 200 V, 1.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 200 V, 1.0 A","Standard Recovery","1",,"200","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4003","1N4003RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4003RLG","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Recovery Rectifier, 200 V, 1.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 200 V, 1.0 A","Standard Recovery","1",,"200","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4005","1N4005G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4005G","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 600 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 600 V, 1.0 A ","Standard Recovery","1",,"600","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4005","1N4005RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4005RLG","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 600 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 600 V, 1.0 A ","Standard Recovery","1",,"600","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4007","1N4007FFG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4007FFG","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 1000 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 1000 V, 1.0 A ","Standard Recovery","1",,"1000","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4007","1N4007G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4007G","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 1000 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 1000 V, 1.0 A ","Standard Recovery","1",,"1000","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4007","1N4007RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4007RLG","http://www.onsemi.com/pub/Collateral/1N4001-D.PDF","Standard Rectifier, 1000 V, 1.0 A","Pb-free
Halide free","Active","Standard Rectifier, 1000 V, 1.0 A ","Standard Recovery","1",,"1000","1.1","30","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N4934","1N4934G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4934G","http://www.onsemi.com/pub/Collateral/1N4933-D.PDF","100 V, 1.0 A Fast Recovery Rectifier","Pb-free
Halide free","Active","100 V, 1.0 A Fast Recovery Rectifier","Fast Recovery","1","200","100","1.2","30","0.005","Axial Lead-2"
"on","二极管和整流器---整流器","1N4934","1N4934RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4934RLG","http://www.onsemi.com/pub/Collateral/1N4933-D.PDF","100 V, 1.0 A Fast Recovery Rectifier","Pb-free
Halide free","Active","100 V, 1.0 A Fast Recovery Rectifier","Fast Recovery","1","200","100","1.2","30","0.005","Axial Lead-2"
"on","二极管和整流器---整流器","1N4936","1N4936G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4936G","http://www.onsemi.com/pub/Collateral/1N4933-D.PDF","400 V, 1.0 A Fast Recovery Rectifier","Pb-free
Halide free","Active","400 V, 1.0 A Fast Recovery Rectifier","Fast Recovery","1","200","400","1.2","30","0.005","Axial Lead-2"
"on","二极管和整流器---整流器","1N4936","1N4936RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N4936RLG","http://www.onsemi.com/pub/Collateral/1N4933-D.PDF","400 V, 1.0 A Fast Recovery Rectifier","Pb-free
Halide free","Active","400 V, 1.0 A Fast Recovery Rectifier","Fast Recovery","1","200","400","1.2","30","0.005","Axial Lead-2"
"on","二极管和整流器---整流器","1N5400","1N5400G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5400G","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 50 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 50 V, 3.0 A","Standard Recovery","3",,"50","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5400","1N5400RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5400RLG","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 50 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 50 V, 3.0 A","Standard Recovery","3",,"50","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5402","1N5402G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5402G","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 200 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 200 V, 3.0 A","Standard Recovery","3",,"200","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5402","1N5402RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5402RLG","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 200 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 200 V, 3.0 A","Standard Recovery","3",,"200","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5406","1N5406G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5406G","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 600 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 600 V, 3.0 A ","Standard Recovery","3",,"600","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5406","1N5406RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5406RLG","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 600 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 600 V, 3.0 A ","Standard Recovery","3",,"600","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5408","1N5408G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5408G","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 1000 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 1000 V, 3.0 A ","Standard Recovery","3",,"1000","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","1N5408","1N5408RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5408RLG","http://www.onsemi.com/pub/Collateral/1N5400-D.PDF","Standard Recovery Rectifier, 1000 V, 3.0 A","Pb-free
Halide free","Active","Standard Recovery Rectifier, 1000 V, 3.0 A ","Standard Recovery","3",,"1000","1","200","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","BYW29","BYW29-200G","http://www.onsemi.cn/PowerSolutions/product.do?id=BYW29-200G","http://www.onsemi.com/pub/Collateral/BYW29-D.PDF","200 V, 8.0 A Ultrafast Rectifier","Pb-free","Active","200 V, 8.0 A Ultrafast Rectifier","Ultrafast","8","35","200","0.85","100","0.6","TO-220-2"
"on","二极管和整流器---整流器","BYW80","BYW80-200G","http://www.onsemi.cn/PowerSolutions/product.do?id=BYW80-200G","http://www.onsemi.com/pub/Collateral/BYW80-D.PDF","200 V. 8.0 A Ultrafast Rectifier","Pb-free","Active","200 V. 8.0 A Ultrafast Rectifier","Ultrafast","8","35","200","0.85","100","0.01","TO-220-2"
"on","二极管和整流器---整流器","DBB08","DBB08G-TM-E","http://www.onsemi.cn/PowerSolutions/product.do?id=DBB08G-TM-E","http://www.onsemi.com/pub/Collateral/DBB08-D.PDF","0.8A Single-Phase Bridge Rectifier","Pb-free","Active","0.8A Single-Phase Bridge Rectifier",,"0.8",,,"1.05","30","0.01","PDIP-4 GW"
"on","二极管和整流器---整流器","DBD250G","DBD250G","http://www.onsemi.cn/PowerSolutions/product.do?id=DBD250G","http://www.onsemi.com/pub/Collateral/ENA1204-D.PDF","25.0A Single-Phase Bridge Rectifier","Pb-free","Active","25.0A Single-Phase Bridge Rectifier",,"25",,"600","1.05","400","0.01","GBPC 32x32 / DBD250"
"on","二极管和整流器---整流器","DBF40G","DBF40G","http://www.onsemi.cn/PowerSolutions/product.do?id=DBF40G","http://www.onsemi.com/pub/Collateral/EN2797-D.PDF","4.0A Single-Phase Bridge Rectifier","Pb-free","Active","4.0A Single-Phase Bridge Rectifier",,"4",,"600","1.05","80","0.01","SIP-4"
"on","二极管和整流器---整流器","DSM10G","DSM10G-TR-E","http://www.onsemi.cn/PowerSolutions/product.do?id=DSM10G-TR-E","http://www.onsemi.com/pub/Collateral/DSM10G-D.PDF","600 V, 1.0 A Power Rectifier","Pb-free","Active","600 V, 1.0 A Power Rectifier","Standard Recovery","1",,"600","1.1","25","0.01","SMA"
"on","二极管和整流器---整流器","MBR5H100MFS","MBR5H100MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR5H100MFST1G","http://www.onsemi.com/pub/Collateral/MBR5H100MFS-D.PDF","Schottky Barrier Rectifier, 100 V, 5.0 A","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 5.0 A",,"5",,"100","0.73",,"0.1","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","MBR5H100MFS","MBR5H100MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR5H100MFST3G","http://www.onsemi.com/pub/Collateral/MBR5H100MFS-D.PDF","Schottky Barrier Rectifier, 100 V, 5.0 A","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 5.0 A",,"5",,"100","0.73",,"0.1","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","MBR5H100MFS","NRVB5H100MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB5H100MFST1G","http://www.onsemi.com/pub/Collateral/MBR5H100MFS-D.PDF","Schottky Barrier Rectifier, 100 V, 5.0 A","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 5.0 A",,"5",,"100","0.73",,"0.1","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","MBR5H100MFS","NRVB5H100MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB5H100MFST3G","http://www.onsemi.com/pub/Collateral/MBR5H100MFS-D.PDF","Schottky Barrier Rectifier, 100 V, 5.0 A","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Rectifier, 100 V, 5.0 A",,"5",,"100","0.73",,"0.1","SO-8FL / DFN-5"
"on","二极管和整流器---整流器","MR851","MR851G","http://www.onsemi.cn/PowerSolutions/product.do?id=MR851G","http://www.onsemi.com/pub/Collateral/MR850-D.PDF","100 V, 3.0 A Fast Recovery Power Rectifier","Pb-free
Halide free","Active","100 V, 3.0 A Fast Recovery Power Rectifier","Fast Recovery","3","200","100","1.25","100","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","MR851","MR851RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MR851RLG","http://www.onsemi.com/pub/Collateral/MR850-D.PDF","100 V, 3.0 A Fast Recovery Power Rectifier","Pb-free
Halide free","Active","100 V, 3.0 A Fast Recovery Power Rectifier","Fast Recovery","3","200","100","1.25","100","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","MR854","MR854G","http://www.onsemi.cn/PowerSolutions/product.do?id=MR854G","http://www.onsemi.com/pub/Collateral/MR850-D.PDF","400 V, 3.0 A Fast Recovery Power Rectifier","Pb-free
Halide free","Active","400 V, 3.0 A Fast Recovery Power Rectifier","Fast Recovery","3","200","400","1.25","100","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","MR854","MR854RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MR854RLG","http://www.onsemi.com/pub/Collateral/MR850-D.PDF","400 V, 3.0 A Fast Recovery Power Rectifier","Pb-free
Halide free","Active","400 V, 3.0 A Fast Recovery Power Rectifier","Fast Recovery","3","200","400","1.25","100","0.01","Axial Lead-2"
"on","二极管和整流器---整流器","MRA4003T3","MRA4003T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MRA4003T3G","http://www.onsemi.com/pub/Collateral/MRA4003T3-D.PDF","Power Rectifier, Standard Recovery, 1 A, 300 V","AEC Qualified
Pb-free
PPAP Capable","ActiveNEW","Power Rectifier, Standard Recovery, 1 A, 300 V","Standard Recovery","1",,"300","1.1","30","0.01","SMA-2"
"on","二极管和整流器---整流器","MRA4003T3","NRVA4003T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVA4003T3G","http://www.onsemi.com/pub/Collateral/MRA4003T3-D.PDF","Power Rectifier, Standard Recovery, 1 A, 300 V","AEC Qualified
Pb-free
PPAP Capable","ActiveNEW","Power Rectifier, Standard Recovery, 1 A, 300 V","Standard Recovery","1",,"300","1.1","30","0.01","SMA-2"
