"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","Gmin   (V/V)","BW @ Gmin   (MHz)","SR   (V/µs)","IS per ch   (mA)","IOUT (mA)","en   (nV/√Hz)","Vio Max  (±) (mV)","Min Vs   (V)","Max Vs   (V)"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2601","CLC2601ISO8X","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc2601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2601/","Dual, 550MHz, 1,500V/μs Amplifier","2","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007AMP8","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007AMP8EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007AMP8MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007AMP8X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007AS08","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ASO8X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007IMP8","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007IMP8X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ISO8","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2007","CLC2007ISO8X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc2007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2007/","Dual, Low Cost, High Speed RRO Amplifier
","2","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2000","CLC2000ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc2000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2000/","High Output Current Dual Amplifier
","2","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2000","CLC2000ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc2000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2000/","High Output Current Dual Amplifier
","2","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2000","CLC2000ISO8X","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc2000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2000/","High Output Current Dual Amplifier
","2","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1015","CLC1015IST6EVB","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1015","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1015/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier with Disable","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1015","CLC1015IST6MTR","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1015","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1015/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier with Disable","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1015","CLC1015IST6X","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1015","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1015/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier with Disable","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006ISO8X","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006IST5EVB","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006IST5MTR","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1006","CLC1006IST5X","http://www.exar.com/common/content/document.ashx?id=21365&languageid=1033&type=datasheet&part=clc1006","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1006/","Single, 500MHz, Voltage Feedback Amplifier
","1","2","500","1400","5.5","100","5","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4601","CLC4601ISO14","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc4601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4601/","Quad, 550MHz, 1,500V/μs Amplifier
","4","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4601","CLC4601ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc4601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4601/","Quad, 550MHz, 1,500V/μs Amplifier
","4","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4601","CLC4601ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc4601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4601/","Quad, 550MHz, 1,500V/μs Amplifier
","4","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4601","CLC4601ISO14X","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc4601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4601/","Quad, 550MHz, 1,500V/μs Amplifier
","4","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4050","CLC4050ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21391&languageid=1033&type=datasheet&part=clc4050","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4050/","Quad, Low Power, 3V to 36V Amplifier
","4","1","0.33","0.285","0.65","40","40","5","3","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4050","CLC4050ISO14X","http://www.exar.com/common/content/document.ashx?id=21391&languageid=1033&type=datasheet&part=clc4050","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4050/","Quad, Low Power, 3V to 36V Amplifier
","4","1","0.33","0.285","0.65","40","40","5","3","36"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3600","CLC3600ISO14","http://www.exar.com/common/content/document.ashx?id=21401&languageid=1033&type=datasheet&part=clc3600","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3600/","Triple, 300MHz, 1,300V/μs Amplifier
","3","1","300","1300","3.3","50","6.4","8","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3600","CLC3600ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21401&languageid=1033&type=datasheet&part=clc3600","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3600/","Triple, 300MHz, 1,300V/μs Amplifier
","3","1","300","1300","3.3","50","6.4","8","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3600","CLC3600ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21401&languageid=1033&type=datasheet&part=clc3600","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3600/","Triple, 300MHz, 1,300V/μs Amplifier
","3","1","300","1300","3.3","50","6.4","8","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3600","CLC3600ISO14X","http://www.exar.com/common/content/document.ashx?id=21401&languageid=1033&type=datasheet&part=clc3600","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3600/","Triple, 300MHz, 1,300V/μs Amplifier
","3","1","300","1300","3.3","50","6.4","8","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ISO14X","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ITP14","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ITP14EVB","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ITP14MTR","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4011","CLC4011ITP14X","http://www.exar.com/common/content/document.ashx?id=21397&languageid=1033&type=datasheet&part=clc4011","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4011/","Quad, Low Power, Low Cost, Rail-to-Rail I/O Amplifier
","4","1","4.3","9","0.16","35","22","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3601","CLC3601ISO14","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc3601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3601/","Triple, 550MHz, 1,500V/μs Amplifier
","3","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3601","CLC3601ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc3601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3601/","Triple, 550MHz, 1,500V/μs Amplifier
","3","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3601","CLC3601ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc3601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3601/","Triple, 550MHz, 1,500V/μs Amplifier
","3","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC3601","CLC3601ISO14X","http://www.exar.com/common/content/document.ashx?id=21402&languageid=1033&type=datasheet&part=clc3601","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc3601/","Triple, 550MHz, 1,500V/μs Amplifier
","3","1","550","1500","5.2","52","7","7.5","8","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2008","CLC2008ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21387&languageid=1033&type=datasheet&part=clc2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2008/","Dual 0.5mA, Low Cost, 2.5 to 5.5V, 75MHz Rail-to-Rail Amplifier
","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2008","CLC2008ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21387&languageid=1033&type=datasheet&part=clc2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2008/","Dual 0.5mA, Low Cost, 2.5 to 5.5V, 75MHz Rail-to-Rail Amplifier
","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2008","CLC2008ISO8X","http://www.exar.com/common/content/document.ashx?id=21387&languageid=1033&type=datasheet&part=clc2008","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2008/","Dual 0.5mA, Low Cost, 2.5 to 5.5V, 75MHz Rail-to-Rail Amplifier
","2","1","75","50","0.505","15","12","5","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005IMP8EVB","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005IMP8MTR","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005IMP8X","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC2005","CLC2005ISO8X","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc2005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc2005/","Dual, Low Cost, 260MHz Rail-to-Rail Amplifier
","2","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4000","CLC4000ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc4000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4000/","High Output Current Quad Amplifier
","4","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4000","CLC4000ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc4000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4000/","High Output Current Quad Amplifier
","4","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4000","CLC4000ISO14X","http://www.exar.com/common/content/document.ashx?id=21396&languageid=1033&type=datasheet&part=clc4000","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4000/","High Output Current Quad Amplifier
","4","1","510","210","7","200","4.5","6","5","13"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ASO14","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ASO14EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
